Species	Gene	NeutralA	NeutralT	NeutralG	NeutralC	GenerationLength_d	ECO.Maximum.longevity..yrs.	ECO.Body.mass..g.	ECO.Metabolic.rate..W.	ECO.Temperature..K.
Papio_ursinus	COX3	55	21	7	51	5714.3305	NA	NA	NA	NA
Pseudorca_crassidens	COX3	63	27	1	47	7242.6075	62.5	NA	NA	309.75
Lobodon_carcinophaga	COX3	62	24	2	40	5475	NA	NA	NA	NA
Pusa_sibirica	COX3	61	23	4	44	7898.81575	56	NA	NA	NA
Cebus_albifrons	COX3	67	24	3	39	5508.653	40.4	NA	NA	NA
Berardius_bairdii	COX3	62	25	4	43	9855	84	NA	NA	NA
Giraffa_camelopardalis	COX3	59	28	4	45	5251.01166657	39.5	NA	NA	310.25
Mesoplodon_ginkgodens	COX3	59	33	3	40	6460.5	NA	NA	NA	NA
Balaenoptera_omurai	COX3	60	22	8	46	9016.737075	NA	NA	NA	NA
Tachyglossus_aculeatus	COX3	45	32	9	49	5687.0204	49.5	2909	2.327	303.85
Lagothrix_lagotricha	COX3	67	24	4	34	5475	32	NA	NA	NA
Enhydra_lutris	COX3	62	21	12	42	5475	27	26832.8	98.479	310.65
Elephas_maximus	COX3	58	36	6	33	8030	65.5	3672000	2336.5	308.95
Diceros_bicornis	COX3	63	23	4	43	6205	49	NA	NA	312.15
Globicephala_macrorhynchus	COX3	64	25	2	47	8650.5	63	NA	NA	NA
Balaena_mysticetus	COX3	61	27	6	40	18980	211	NA	NA	NA
Neophocaena_phocaenoides	COX3	61	34	7	42	5840	33	NA	NA	NA
Neophocaena_phocaenoides	COX3	61	34	7	42	6095.5	33	NA	NA	NA
Papio_cynocephalus	COX3	56	19	8	52	6188.575	NA	NA	NA	NA
Hylobates_pileatus	COX3	52	13	17	61	5475	38	NA	NA	NA
Ceratotherium_simum	COX3	63	26	7	39	6865.34583343	45	NA	NA	NA
Rhinoceros_sondaicus	COX3	63	20	4	44	5400.53	NA	NA	NA	NA
Macaca_silenus	COX3	57	16	12	51	5509.018	40	NA	NA	NA
Grampus_griseus	COX3	63	25	2	47	7300	42.5	NA	NA	NA
Monodon_monoceros	COX3	59	32	1	42	8760	50	NA	NA	NA
Ursus_maritimus	COX3	65	26	11	36	5475	43.8	NA	NA	309.95
Phoca_largha	COX3	60	27	5	41	6935	NA	NA	NA	NA
Rhinoceros_unicornis	COX3	65	25	3	40	6851.98936657	43.5	NA	NA	310.55
Cervus_elaphus	COX3	59	24	1	47	5209.4516	31.5	67000	112.43	308.35
Hylobates_agilis	COX3	52	18	15	58	5475	49	NA	NA	NA
Pusa_hispida	COX3	59	27	4	42	6803.8094	46	NA	NA	NA
Balaenoptera_edeni	COX3	62	22	1	48	10042.4483	72	NA	NA	NA
Tursiops_truncatus	COX3	61	32	2	38	6427.88	51.6	NA	NA	NA
Pan_paniscus	COX3	61	19	3	54	9125	55	NA	NA	NA
Feresa_attenuata	COX3	63	28	2	44	7142.099015	NA	NA	NA	NA
Neophocaena_asiaeorientalis	COX3	61	34	7	41	6095.5	NA	NA	NA	NA
Loxodonta_africana	COX3	60	33	4	40	9125	65	NA	NA	309.35
Ailuropoda_melanoleuca	COX3	66	36	11	24	5246.699416657	36.8	NA	NA	NA
Nomascus_leucogenys	COX3	55	18	8	52	5475	NA	NA	NA	NA
Sousa_chinensis	COX3	64	28	0	42	7300	NA	NA	NA	NA
Hylobates_lar	COX3	51	16	15	57	5475	56	NA	NA	NA
Eschrichtius_robustus	COX3	61	27	4	41	10444.3345	77	NA	NA	NA
Megaptera_novaeangliae	COX3	62	28	3	42	8030	95	NA	NA	309.15
Zalophus_californianus	COX3	63	21	5	42	5306.69155	35.7	NA	NA	311.25
Ateles_belzebuth	COX3	65	18	3	42	5475	37	NA	NA	NA
Ziphius_cavirostris	COX3	65	30	2	39	6460.5	62	NA	NA	NA
Monachus_schauinslandi	COX3	60	17	7	45	5475	NA	NA	NA	NA
Phoca_vitulina	COX3	60	25	6	42	5413.68	47.6	27400	73.29	309.85
Eubalaena_australis	COX3	62	26	5	39	9855	70	NA	NA	NA
Camelus_ferus	COX3	46	27	19	47	5840	NA	NA	NA	NA
Mesoplodon_europaeus	COX3	59	40	1	35	6460.5	48	NA	NA	NA
Gorilla_gorilla	COX3	53	17	7	55	8030	55.4	NA	NA	308.65
Macaca_fuscata	COX3	57	22	5	49	5118.76	38.5	NA	NA	NA
Nomascus_siki	COX3	54	16	10	53	5475	NA	NA	NA	NA
Ursus_arctos	COX3	69	25	8	36	5976.26666657	40	NA	NA	310.45
Balaenoptera_borealis	COX3	63	25	1	44	8504.5	74	NA	NA	NA
Pongo_abelii	COX3	61	15	5	59	9125	NA	NA	NA	NA
Balaenoptera_omurai	CytB	90	26	5	62	9016.737075	NA	NA	NA	NA
Pusa_sibirica	CytB	100	14	9	59	7898.81575	56	NA	NA	NA
Eubalaena_japonica	CytB	83	21	8	66	9704.4375	NA	NA	NA	NA
Lagenorhynchus_albirostris	CytB	87	34	2	53	5667.52995	NA	NA	NA	NA
Balaenoptera_edeni	CytB	91	23	2	69	10042.4483	72	NA	NA	NA
Stenella_attenuata	CytB	85	33	4	56	8395	46	NA	NA	NA
Neophocaena_asiaeorientalis	CytB	82	23	14	59	6095.5	NA	NA	NA	NA
Tachyglossus_aculeatus	CytB	74	42	14	65	5687.0204	49.5	2909	2.327	303.85
Phoca_vitulina	CytB	101	14	8	57	5413.68	47.6	27400	73.29	309.85
Enhydra_lutris	CytB	85	22	12	59	5475	27	26832.8	98.479	310.65
Balaenoptera_musculus	CytB	87	18	8	71	11315	110	NA	NA	NA
Ursus_maritimus	CytB	88	20	16	58	5475	43.8	NA	NA	309.95
Camelus_ferus	CytB	94	26	16	48	5840	NA	NA	NA	NA
Mesoplodon_grayi	CytB	84	35	6	53	6460.5	NA	NA	NA	NA
Pongo_pygmaeus	CytB	76	25	4	86	7300	59	NA	NA	NA
Tursiops_aduncus	CytB	83	26	7	62	6427.88	NA	NA	NA	NA
Feresa_attenuata	CytB	85	30	7	54	7142.099015	NA	NA	NA	NA
Rhinoceros_unicornis	CytB	82	21	6	66	6851.98936657	43.5	NA	NA	310.55
Lobodon_carcinophaga	CytB	100	12	6	53	5475	NA	NA	NA	NA
Lagothrix_lagotricha	CytB	77	40	10	61	5475	32	NA	NA	NA
Giraffa_camelopardalis	CytB	95	17	12	53	5251.01166657	39.5	NA	NA	310.25
Hylobates_lar	CytB	78	18	10	82	5475	56	NA	NA	NA
Balaenoptera_physalus	CytB	90	18	3	68	9490	114	NA	NA	NA
Macaca_fuscata	CytB	77	22	8	82	5118.76	38.5	NA	NA	NA
Balaenoptera_borealis	CytB	90	19	4	70	8504.5	74	NA	NA	NA
Caperea_marginata	CytB	84	31	9	59	10278.51578	NA	NA	NA	NA
Neophocaena_phocaenoides	CytB	81	23	15	59	6095.5	33	NA	NA	NA
Neophocaena_phocaenoides	CytB	81	23	15	59	5840	33	NA	NA	NA
Cebus_albifrons	CytB	77	39	5	66	5508.653	40.4	NA	NA	NA
Erignathus_barbatus	CytB	94	22	7	50	6935	NA	NA	NA	NA
Tursiops_truncatus	CytB	82	28	5	61	6427.88	51.6	NA	NA	NA
Mesoplodon_europaeus	CytB	83	32	4	55	6460.5	48	NA	NA	NA
Pan_troglodytes	CytB	80	19	6	84	7300	59.4	NA	NA	308.85
Ceratotherium_simum	CytB	81	25	6	64	6865.34583343	45	NA	NA	NA
Orcaella_heinsohni	CytB	83	33	10	53	5475	NA	NA	NA	NA
Ateles_belzebuth	CytB	74	40	6	66	5475	37	NA	NA	NA
Macaca_silenus	CytB	76	26	7	74	5509.018	40	NA	NA	NA
Elephas_maximus	CytB	87	29	8	51	8030	65.5	3672000	2336.5	308.95
Gorilla_gorilla	CytB	74	19	9	84	8030	55.4	NA	NA	308.65
Hylobates_pileatus	CytB	80	19	9	81	5475	38	NA	NA	NA
Trichechus_manatus	CytB	78	23	10	74	7300	65	450000	70.0056	NA
Eubalaena_australis	CytB	83	21	7	66	9855	70	NA	NA	NA
Berardius_bairdii	CytB	82	22	12	66	9855	84	NA	NA	NA
Pusa_caspica	CytB	98	13	9	58	5840	NA	NA	NA	NA
Hyperoodon_ampullatus	CytB	80	21	6	69	6460.5	37	NA	NA	NA
Megaptera_novaeangliae	CytB	91	20	3	64	8030	95	NA	NA	309.15
Zalophus_californianus	CytB	99	17	9	60	5306.69155	35.7	NA	NA	311.25
Ailuropoda_melanoleuca	CytB	90	35	16	38	5246.699416657	36.8	NA	NA	NA
Balaena_mysticetus	CytB	81	18	8	70	18980	211	NA	NA	NA
Globicephala_melas	CytB	85	33	4	51	8760	60	NA	NA	NA
Balaenoptera_acutorostrata	CytB	91	25	4	60	8030	50	NA	NA	NA
Monodon_monoceros	CytB	89	31	4	50	8760	50	NA	NA	NA
Sousa_chinensis	CytB	83	32	6	58	7300	NA	NA	NA	NA
Pseudorca_crassidens	CytB	85	31	5	53	7242.6075	62.5	NA	NA	309.75
Eschrichtius_robustus	CytB	88	14	7	72	10444.3345	77	NA	NA	NA
Dugong_dugon	CytB	80	17	19	79	10246.2396	73	NA	NA	306.15
Dicerorhinus_sumatrensis	CytB	83	18	9	76	7300	32.8	NA	NA	NA
Peponocephala_electra	CytB	88	32	5	51	8245.925	47	NA	NA	NA
Nomascus_siki	CytB	78	21	12	82	5475	NA	NA	NA	NA
Pongo_abelii	CytB	76	24	5	81	9125	NA	NA	NA	NA
Monachus_schauinslandi	CytB	96	19	5	52	5475	NA	NA	NA	NA
Diceros_bicornis	CytB	82	24	1	68	6205	49	NA	NA	312.15
Ursus_arctos	CytB	92	20	12	59	5976.26666657	40	NA	NA	310.45
Mesoplodon_ginkgodens	CytB	85	32	3	52	6460.5	NA	NA	NA	NA
Phoca_largha	CytB	100	15	9	58	6935	NA	NA	NA	NA
Hylobates_agilis	CytB	73	16	18	86	5475	49	NA	NA	NA
Grampus_griseus	CytB	86	32	6	51	7300	42.5	NA	NA	NA
Papio_cynocephalus	CytB	80	29	11	77	6188.575	NA	NA	NA	NA
Pan_paniscus	CytB	81	20	5	88	9125	55	NA	NA	NA
Pusa_hispida	CytB	101	17	7	56	6803.8094	46	NA	NA	NA
Globicephala_macrorhynchus	CytB	86	32	3	53	8650.5	63	NA	NA	NA
Stenella_coeruleoalba	CytB	85	25	5	63	7926.62525	57.5	NA	NA	NA
Loxodonta_africana	CytB	87	30	7	52	9125	65	NA	NA	309.35
Papio_ursinus	CytB	75	29	11	77	5714.3305	NA	NA	NA	NA
Rhinoceros_sondaicus	CytB	81	28	6	60	5400.53	NA	NA	NA	NA
Ziphius_cavirostris	CytB	86	26	7	62	6460.5	62	NA	NA	NA
Balaenoptera_bonaerensis	CytB	93	18	2	67	8030	NA	NA	NA	NA
Cervus_elaphus	CytB	105	22	6	50	5209.4516	31.5	67000	112.43	308.35
Papio_hamadryas	CytB	81	26	9	80	5332.504	37.5	12670.8	21.095	311.15
Nomascus_leucogenys	CytB	75	22	14	79	5475	NA	NA	NA	NA
Balaenoptera_physalus	ND1	83	15	5	56	9490	114	NA	NA	NA
Feresa_attenuata	ND1	81	29	2	49	7142.099015	NA	NA	NA	NA
Orcaella_heinsohni	ND1	80	33	3	44	5475	NA	NA	NA	NA
Erignathus_barbatus	ND1	83	20	1	52	6935	NA	NA	NA	NA
Zalophus_californianus	ND1	76	25	10	48	5306.69155	35.7	NA	NA	311.25
Hyperoodon_ampullatus	ND1	83	27	5	50	6460.5	37	NA	NA	NA
Dugong_dugon	ND1	62	25	11	62	10246.2396	73	NA	NA	306.15
Stenella_coeruleoalba	ND1	84	31	5	41	7926.62525	57.5	NA	NA	NA
Pusa_caspica	ND1	75	15	13	56	5840	NA	NA	NA	NA
Dicerorhinus_sumatrensis	ND1	84	11	5	53	7300	32.8	NA	NA	NA
Peponocephala_electra	ND1	80	29	4	49	8245.925	47	NA	NA	NA
Mesoplodon_ginkgodens	ND1	83	34	1	41	6460.5	NA	NA	NA	NA
Gorilla_gorilla	ND1	55	22	9	86	8030	55.4	NA	NA	308.65
Papio_hamadryas	ND1	70	24	8	67	5332.504	37.5	12670.8	21.095	311.15
Tursiops_aduncus	ND1	85	31	4	40	6427.88	NA	NA	NA	NA
Trichechus_manatus	ND1	62	28	14	55	7300	65	450000	70.0056	NA
Mesoplodon_europaeus	ND1	81	28	3	46	6460.5	48	NA	NA	NA
Enhydra_lutris	ND1	75	23	8	57	5475	27	26832.8	98.479	310.65
Caperea_marginata	ND1	77	26	5	50	10278.51578	NA	NA	NA	NA
Balaenoptera_musculus	ND1	82	21	2	51	11315	110	NA	NA	NA
Neophocaena_phocaenoides	ND1	73	27	7	56	6095.5	33	NA	NA	NA
Globicephala_macrorhynchus	ND1	82	30	1	48	8650.5	63	NA	NA	NA
Grampus_griseus	ND1	83	26	3	50	7300	42.5	NA	NA	NA
Balaenoptera_omurai	ND1	82	22	3	52	9016.737075	NA	NA	NA	NA
Lagenorhynchus_albirostris	ND1	83	27	3	46	5667.52995	NA	NA	NA	NA
Camelus_ferus	ND1	65	33	11	65	5840	NA	NA	NA	NA
Balaenoptera_edeni	ND1	81	21	3	53	10042.4483	72	NA	NA	NA
Lobodon_carcinophaga	ND1	82	20	1	49	5475	NA	NA	NA	NA
Cervus_elaphus	ND1	78	19	11	46	5209.4516	31.5	67000	112.43	308.35
Berardius_bairdii	ND1	81	22	5	62	9855	84	NA	NA	NA
Ailuropoda_melanoleuca	ND1	75	40	10	36	5246.699416657	36.8	NA	NA	NA
Stenella_attenuata	ND1	85	28	4	43	8395	46	NA	NA	NA
Pusa_hispida	ND1	77	16	11	54	6803.8094	46	NA	NA	NA
Diceros_bicornis	ND1	93	17	4	45	6205	49	NA	NA	312.15
Ursus_maritimus	ND1	77	34	11	50	5475	43.8	NA	NA	309.95
Rhinoceros_sondaicus	ND1	86	13	5	55	5400.53	NA	NA	NA	NA
Pan_paniscus	ND1	60	27	8	77	9125	55	NA	NA	NA
Monachus_schauinslandi	ND1	81	22	3	48	5475	NA	NA	NA	NA
Elephas_maximus	ND1	71	34	4	50	8030	65.5	3672000	2336.5	308.95
Phoca_vitulina	ND1	80	17	7	54	5413.68	47.6	27400	73.29	309.85
Rhinoceros_unicornis	ND1	88	16	8	49	6851.98936657	43.5	NA	NA	310.55
Mesoplodon_grayi	ND1	87	34	3	40	6460.5	NA	NA	NA	NA
Lagothrix_lagotricha	ND1	76	28	4	47	5475	32	NA	NA	NA
Eubalaena_australis	ND1	78	17	6	61	9855	70	NA	NA	NA
Nomascus_leucogenys	ND1	58	23	10	80	5475	NA	NA	NA	NA
Papio_cynocephalus	ND1	70	22	7	69	6188.575	NA	NA	NA	NA
Balaenoptera_bonaerensis	ND1	85	20	5	50	8030	NA	NA	NA	NA
Balaenoptera_borealis	ND1	81	17	4	54	8504.5	74	NA	NA	NA
Globicephala_melas	ND1	82	29	1	49	8760	60	NA	NA	NA
Megaptera_novaeangliae	ND1	80	20	6	52	8030	95	NA	NA	309.15
Pongo_pygmaeus	ND1	63	14	5	87	7300	59	NA	NA	NA
Pseudorca_crassidens	ND1	81	33	1	46	7242.6075	62.5	NA	NA	309.75
Monodon_monoceros	ND1	80	25	1	52	8760	50	NA	NA	NA
Papio_ursinus	ND1	72	21	6	68	5714.3305	NA	NA	NA	NA
Neophocaena_asiaeorientalis	ND1	73	26	7	56	6095.5	NA	NA	NA	NA
Hylobates_agilis	ND1	55	18	14	84	5475	49	NA	NA	NA
Eubalaena_japonica	ND1	79	16	5	61	9704.4375	NA	NA	NA	NA
Macaca_fuscata	ND1	69	19	8	78	5118.76	38.5	NA	NA	NA
Balaenoptera_acutorostrata	ND1	84	22	5	47	8030	50	NA	NA	NA
Nomascus_siki	ND1	60	21	8	82	5475	NA	NA	NA	NA
Neophocaena_phocaenoides	ND1	73	27	7	56	5840	33	NA	NA	NA
Cebus_albifrons	ND1	72	27	7	56	5508.653	40.4	NA	NA	NA
Hylobates_pileatus	ND1	64	24	1	77	5475	38	NA	NA	NA
Loxodonta_africana	ND1	71	37	6	48	9125	65	NA	NA	309.35
Hylobates_lar	ND1	62	14	5	87	5475	56	NA	NA	NA
Ateles_belzebuth	ND1	79	25	2	52	5475	37	NA	NA	NA
Pongo_abelii	ND1	58	13	9	87	9125	NA	NA	NA	NA
Pan_troglodytes	ND1	58	25	9	82	7300	59.4	NA	NA	308.85
Macaca_silenus	ND1	74	23	4	68	5509.018	40	NA	NA	NA
Tursiops_truncatus	ND1	82	32	4	40	6427.88	51.6	NA	NA	NA
Ceratotherium_simum	ND1	89	16	6	49	6865.34583343	45	NA	NA	NA
Tachyglossus_aculeatus	ND1	58	25	9	68	5687.0204	49.5	2909	2.327	303.85
Giraffa_camelopardalis	ND1	81	19	10	48	5251.01166657	39.5	NA	NA	310.25
Ziphius_cavirostris	ND1	83	26	4	52	6460.5	62	NA	NA	NA
Balaena_mysticetus	ND1	79	18	8	59	18980	211	NA	NA	NA
Ursus_arctos	ND1	74	35	13	50	5976.26666657	40	NA	NA	310.45
Pusa_sibirica	ND1	76	15	11	56	7898.81575	56	NA	NA	NA
Phoca_largha	ND1	77	18	11	53	6935	NA	NA	NA	NA
Eschrichtius_robustus	ND1	80	19	3	57	10444.3345	77	NA	NA	NA
Sousa_chinensis	ND1	82	29	5	43	7300	NA	NA	NA	NA
Mesoplodon_ginkgodens	ND2	80	31	3	53	6460.5	NA	NA	NA	NA
Hyperoodon_ampullatus	ND2	83	26	5	58	6460.5	37	NA	NA	NA
Zalophus_californianus	ND2	97	18	7	45	5306.69155	35.7	NA	NA	311.25
Peponocephala_electra	ND2	71	25	5	64	8245.925	47	NA	NA	NA
Feresa_attenuata	ND2	72	26	6	64	7142.099015	NA	NA	NA	NA
Ailuropoda_melanoleuca	ND2	86	37	2	42	5246.699416657	36.8	NA	NA	NA
Balaenoptera_omurai	ND2	82	23	5	60	9016.737075	NA	NA	NA	NA
Balaenoptera_acutorostrata	ND2	82	23	6	57	8030	50	NA	NA	NA
Globicephala_melas	ND2	75	28	1	63	8760	60	NA	NA	NA
Macaca_fuscata	ND2	70	32	5	69	5118.76	38.5	NA	NA	NA
Monodon_monoceros	ND2	77	22	7	64	8760	50	NA	NA	NA
Berardius_bairdii	ND2	77	28	6	60	9855	84	NA	NA	NA
Caperea_marginata	ND2	79	18	4	65	10278.51578	NA	NA	NA	NA
Erignathus_barbatus	ND2	86	17	13	50	6935	NA	NA	NA	NA
Hylobates_pileatus	ND2	66	23	8	85	5475	38	NA	NA	NA
Dugong_dugon	ND2	57	30	12	71	10246.2396	73	NA	NA	306.15
Giraffa_camelopardalis	ND2	84	16	8	57	5251.01166657	39.5	NA	NA	310.25
Ursus_maritimus	ND2	78	28	8	54	5475	43.8	NA	NA	309.95
Lagothrix_lagotricha	ND2	70	24	4	58	5475	32	NA	NA	NA
Ateles_belzebuth	ND2	76	24	3	56	5475	37	NA	NA	NA
Megaptera_novaeangliae	ND2	83	21	3	64	8030	95	NA	NA	309.15
Ursus_arctos	ND2	78	29	7	51	5976.26666657	40	NA	NA	310.45
Enhydra_lutris	ND2	90	26	9	51	5475	27	26832.8	98.479	310.65
Monachus_schauinslandi	ND2	88	17	4	49	5475	NA	NA	NA	NA
Mesoplodon_europaeus	ND2	80	32	4	57	6460.5	48	NA	NA	NA
Cebus_albifrons	ND2	71	29	4	58	5508.653	40.4	NA	NA	NA
Macaca_silenus	ND2	70	27	9	76	5509.018	40	NA	NA	NA
Grampus_griseus	ND2	73	31	2	60	7300	42.5	NA	NA	NA
Eubalaena_australis	ND2	80	23	6	63	9855	70	NA	NA	NA
Stenella_attenuata	ND2	74	30	2	58	8395	46	NA	NA	NA
Elephas_maximus	ND2	82	27	5	50	8030	65.5	3672000	2336.5	308.95
Balaenoptera_physalus	ND2	79	29	8	58	9490	114	NA	NA	NA
Camelus_ferus	ND2	68	28	11	56	5840	NA	NA	NA	NA
Ceratotherium_simum	ND2	89	15	5	56	6865.34583343	45	NA	NA	NA
Ziphius_cavirostris	ND2	78	26	7	65	6460.5	62	NA	NA	NA
Balaena_mysticetus	ND2	76	19	7	66	18980	211	NA	NA	NA
Cervus_elaphus	ND2	79	26	7	49	5209.4516	31.5	67000	112.43	308.35
Tursiops_aduncus	ND2	75	32	3	56	6427.88	NA	NA	NA	NA
Pusa_caspica	ND2	82	13	16	56	5840	NA	NA	NA	NA
Hylobates_agilis	ND2	71	16	7	92	5475	49	NA	NA	NA
Lagenorhynchus_albirostris	ND2	72	30	9	56	5667.52995	NA	NA	NA	NA
Rhinoceros_unicornis	ND2	84	12	3	62	6851.98936657	43.5	NA	NA	310.55
Stenella_coeruleoalba	ND2	73	29	4	59	7926.62525	57.5	NA	NA	NA
Pongo_abelii	ND2	68	17	12	93	9125	NA	NA	NA	NA
Phoca_largha	ND2	80	13	13	57	6935	NA	NA	NA	NA
Dicerorhinus_sumatrensis	ND2	81	13	10	61	7300	32.8	NA	NA	NA
Globicephala_macrorhynchus	ND2	75	27	1	64	8650.5	63	NA	NA	NA
Pongo_pygmaeus	ND2	68	22	9	86	7300	59	NA	NA	NA
Balaenoptera_borealis	ND2	81	16	4	67	8504.5	74	NA	NA	NA
Neophocaena_phocaenoides	ND2	74	34	7	59	6095.5	33	NA	NA	NA
Loxodonta_africana	ND2	79	31	6	45	9125	65	NA	NA	309.35
Diceros_bicornis	ND2	85	17	7	55	6205	49	NA	NA	312.15
Neophocaena_asiaeorientalis	ND2	74	35	7	58	6095.5	NA	NA	NA	NA
Eubalaena_japonica	ND2	78	21	7	64	9704.4375	NA	NA	NA	NA
Sousa_chinensis	ND2	74	25	4	62	7300	NA	NA	NA	NA
Nomascus_siki	ND2	70	30	9	84	5475	NA	NA	NA	NA
Hylobates_lar	ND2	72	20	13	85	5475	56	NA	NA	NA
Lobodon_carcinophaga	ND2	92	20	7	45	5475	NA	NA	NA	NA
Rhinoceros_sondaicus	ND2	84	16	2	60	5400.53	NA	NA	NA	NA
Trichechus_manatus	ND2	62	30	11	64	7300	65	450000	70.0056	NA
Orcaella_heinsohni	ND2	74	31	7	57	5475	NA	NA	NA	NA
Neophocaena_phocaenoides	ND2	74	34	7	59	5840	33	NA	NA	NA
Papio_cynocephalus	ND2	73	27	9	74	6188.575	NA	NA	NA	NA
Pusa_hispida	ND2	80	9	16	56	6803.8094	46	NA	NA	NA
Papio_hamadryas	ND2	73	26	11	73	5332.504	37.5	12670.8	21.095	311.15
Papio_ursinus	ND2	73	31	9	75	5714.3305	NA	NA	NA	NA
Gorilla_gorilla	ND2	58	33	5	88	8030	55.4	NA	NA	308.65
Pusa_sibirica	ND2	82	11	14	56	7898.81575	56	NA	NA	NA
Tachyglossus_aculeatus	ND2	73	27	9	65	5687.0204	49.5	2909	2.327	303.85
Tursiops_truncatus	ND2	75	26	3	65	6427.88	51.6	NA	NA	NA
Balaenoptera_bonaerensis	ND2	84	23	3	57	8030	NA	NA	NA	NA
Pseudorca_crassidens	ND2	72	25	2	64	7242.6075	62.5	NA	NA	309.75
Balaenoptera_edeni	ND2	81	16	4	67	10042.4483	72	NA	NA	NA
Nomascus_leucogenys	ND2	69	30	9	84	5475	NA	NA	NA	NA
Eschrichtius_robustus	ND2	82	16	3	70	10444.3345	77	NA	NA	NA
Phoca_vitulina	ND2	81	13	14	56	5413.68	47.6	27400	73.29	309.85
Pan_paniscus	ND2	55	30	5	87	9125	55	NA	NA	NA
Pan_troglodytes	ND2	56	26	7	88	7300	59.4	NA	NA	308.85
Balaenoptera_musculus	ND2	84	20	3	66	11315	110	NA	NA	NA
Mesoplodon_grayi	ND2	83	43	2	42	6460.5	NA	NA	NA	NA
Orcaella_heinsohni	ND3	26	14	2	18	5475	NA	NA	NA	NA
Pongo_abelii	ND3	31	6	3	22	9125	NA	NA	NA	NA
Lagothrix_lagotricha	ND3	33	10	4	13	5475	32	NA	NA	NA
Tursiops_truncatus	ND3	28	16	0	17	6427.88	51.6	NA	NA	NA
Peponocephala_electra	ND3	27	14	2	20	8245.925	47	NA	NA	NA
Neophocaena_phocaenoides	ND3	24	15	7	17	6095.5	33	NA	NA	NA
Globicephala_macrorhynchus	ND3	28	14	2	18	8650.5	63	NA	NA	NA
Macaca_silenus	ND3	28	10	1	17	5509.018	40	NA	NA	NA
Eubalaena_japonica	ND3	31	8	2	21	9704.4375	NA	NA	NA	NA
Nomascus_siki	ND3	33	7	8	15	5475	NA	NA	NA	NA
Berardius_bairdii	ND3	31	11	1	20	9855	84	NA	NA	NA
Balaenoptera_physalus	ND3	34	10	1	18	9490	114	NA	NA	NA
Rhinoceros_unicornis	ND3	37	7	2	17	6851.98936657	43.5	NA	NA	310.55
Phoca_largha	ND3	36	9	2	20	6935	NA	NA	NA	NA
Pusa_caspica	ND3	36	6	2	23	5840	NA	NA	NA	NA
Ceratotherium_simum	ND3	36	6	1	19	6865.34583343	45	NA	NA	NA
Balaenoptera_omurai	ND3	29	7	4	27	9016.737075	NA	NA	NA	NA
Feresa_attenuata	ND3	27	14	3	20	7142.099015	NA	NA	NA	NA
Papio_hamadryas	ND3	29	10	7	18	5332.504	37.5	12670.8	21.095	311.15
Hylobates_lar	ND3	33	4	5	19	5475	56	NA	NA	NA
Pusa_hispida	ND3	34	7	4	22	6803.8094	46	NA	NA	NA
Balaenoptera_acutorostrata	ND3	33	9	1	21	8030	50	NA	NA	NA
Pusa_sibirica	ND3	35	8	3	21	7898.81575	56	NA	NA	NA
Ziphius_cavirostris	ND3	31	17	0	14	6460.5	62	NA	NA	NA
Papio_cynocephalus	ND3	29	12	6	16	6188.575	NA	NA	NA	NA
Phoca_vitulina	ND3	36	8	3	21	5413.68	47.6	27400	73.29	309.85
Neophocaena_asiaeorientalis	ND3	24	15	7	17	6095.5	NA	NA	NA	NA
Pan_troglodytes	ND3	22	6	3	28	7300	59.4	NA	NA	308.85
Eschrichtius_robustus	ND3	32	10	3	20	10444.3345	77	NA	NA	NA
Hylobates_agilis	ND3	35	5	4	18	5475	49	NA	NA	NA
Dugong_dugon	ND3	31	12	5	21	10246.2396	73	NA	NA	306.15
Diceros_bicornis	ND3	34	10	1	16	6205	49	NA	NA	312.15
Dicerorhinus_sumatrensis	ND3	33	5	5	19	7300	32.8	NA	NA	NA
Monodon_monoceros	ND3	26	10	1	25	8760	50	NA	NA	NA
Papio_ursinus	ND3	28	9	6	17	5714.3305	NA	NA	NA	NA
Pongo_pygmaeus	ND3	28	7	4	23	7300	59	NA	NA	NA
Stenella_attenuata	ND3	28	14	0	19	8395	46	NA	NA	NA
Ursus_arctos	ND3	28	11	6	18	5976.26666657	40	NA	NA	310.45
Rhinoceros_sondaicus	ND3	35	9	4	14	5400.53	NA	NA	NA	NA
Tursiops_aduncus	ND3	28	19	0	16	6427.88	NA	NA	NA	NA
Mesoplodon_europaeus	ND3	30	11	0	20	6460.5	48	NA	NA	NA
Ateles_belzebuth	ND3	31	9	1	12	5475	37	NA	NA	NA
Elephas_maximus	ND3	31	18	1	12	8030	65.5	3672000	2336.5	308.95
Enhydra_lutris	ND3	36	7	5	13	5475	27	26832.8	98.479	310.65
Globicephala_melas	ND3	28	14	2	19	8760	60	NA	NA	NA
Mesoplodon_grayi	ND3	31	14	0	17	6460.5	NA	NA	NA	NA
Ursus_maritimus	ND3	27	10	7	19	5475	43.8	NA	NA	309.95
Lobodon_carcinophaga	ND3	34	11	2	19	5475	NA	NA	NA	NA
Balaenoptera_musculus	ND3	33	11	1	19	11315	110	NA	NA	NA
Megaptera_novaeangliae	ND3	33	10	1	19	8030	95	NA	NA	309.15
Sousa_chinensis	ND3	28	15	0	17	7300	NA	NA	NA	NA
Balaenoptera_edeni	ND3	30	4	5	25	10042.4483	72	NA	NA	NA
Stenella_coeruleoalba	ND3	27	15	1	19	7926.62525	57.5	NA	NA	NA
