,Species,NeutralA,NeutralT,NeutralG,NeutralC,FrA,FrT,FrG,FrC,Lm,Tm,TemperatureC,Class
4820,Xenotoca_eiseni,701,580,73,600,0.358751279426817,0.296827021494371,0.0373592630501535,0.307062436028659,NA,NA,NA,Actinopterygii
1201,Pterois_volitans,737,384,249,684,0.358812074001947,0.186952288218111,0.121226874391431,0.33300876338851,NA,NA,26.7,Actinopterygii
1414,Siniperca_knerii,723,445,113,733,0.358987090367428,0.220953326713009,0.0561072492552135,0.36395233366435,NA,NA,22.4,Actinopterygii
1322,Scomberomorus_semifasciatus,733,464,93,750,0.359313725490196,0.227450980392157,0.0455882352941176,0.367647058823529,NA,NA,26.5,Actinopterygii
4413,Siniperca_chuatsi,725,443,113,735,0.359623015873016,0.219742063492063,0.0560515873015873,0.364583333333333,25,NA,NA,Actinopterygii
3156,Leuciscus_waleckii,724,376,282,630,0.359840954274354,0.186878727634195,0.140159045725646,0.313121272365805,NA,3,NA,Actinopterygii
1087,Phoxinus_phoxinus,720,462,217,601,0.36,0.231,0.1085,0.3005,3.8,1,9,Actinopterygii
4417,Siniperca_undulata,728,438,112,743,0.360217714002969,0.216724393864424,0.0554181098466106,0.367639782285997,NA,NA,NA,Actinopterygii
3736,Parahucho_perryi,725,452,121,714,0.360337972166998,0.224652087475149,0.0601391650099404,0.354870775347913,NA,NA,NA,Actinopterygii
450,Engraulis_encrasicolus,742,557,237,523,0.360369111219038,0.270519669742594,0.115104419621175,0.254006799417193,11.5,1,14.15,Actinopterygii
1290,Scarus_ghobban,754,446,140,752,0.360420650095602,0.213193116634799,0.0669216061185468,0.359464627151052,NA,2,27,Actinopterygii
2655,Fundulus_heteroclitus,693,661,99,468,0.360749609578345,0.344091618948464,0.0515356585111921,0.243623112961999,NA,NA,NA,Actinopterygii
3811,Periophthalmus_magnuspinnatus,742,524,118,671,0.361070559610706,0.254987834549878,0.0574209245742092,0.326520681265207,NA,NA,NA,Actinopterygii
888,Mulloidichthys_vanicolensis,746,427,165,724,0.361784675072745,0.207080504364694,0.080019398642095,0.351115421920466,24,NA,27.5,Actinopterygii
4577,Tanakia_koreensis,730,360,265,661,0.362103174603175,0.178571428571429,0.131448412698413,0.327876984126984,NA,NA,NA,Actinopterygii
4315,Scartelaos_histophorus,744,530,114,666,0.36222005842259,0.258033106134372,0.0555014605647517,0.324245374878286,NA,NA,NA,Actinopterygii
1106,Plectropomus_leopardus,729,571,142,570,0.362326043737575,0.283797216699801,0.0705765407554672,0.283300198807157,NA,NA,25.8,Actinopterygii
1730,Amphiprion_percula,725,425,122,728,0.3625,0.2125,0.061,0.364,NA,NA,NA,Actinopterygii
1317,Scomberomorus_munroi,747,402,111,798,0.362973760932945,0.19533527696793,0.053935860058309,0.387755102040816,NA,NA,26.5,Actinopterygii
3458,Myripristis_berndti,734,352,118,814,0.363726461843409,0.174430128840436,0.0584737363726462,0.403369672943508,NA,NA,NA,Actinopterygii
1729,Amphiprion_ocellaris,730,420,107,750,0.363726955655207,0.209267563527653,0.0533134030891878,0.373692077727952,NA,NA,NA,Actinopterygii
135,Auxis_rochei,743,429,156,712,0.36421568627451,0.210294117647059,0.0764705882352941,0.349019607843137,22.15,NA,19,Actinopterygii
1318,Scomberomorus_niphonius,743,477,101,719,0.36421568627451,0.233823529411765,0.0495098039215686,0.352450980392157,NA,NA,15,Actinopterygii
780,Lota_lota,736,484,104,695,0.364536899455176,0.239722634967806,0.0515106488360575,0.344229816740961,NA,5,3.1,Actinopterygii
4578,Tanakia_lanceolata,730,344,227,700,0.364817591204398,0.171914042978511,0.11344327836082,0.349825087456272,NA,NA,NA,Actinopterygii
3928,Poeciliopsis_occidentalis,726,490,81,691,0.365191146881288,0.246478873239437,0.0407444668008048,0.347585513078471,NA,NA,NA,Actinopterygii
1395,Siganus_fuscescens,752,398,145,762,0.36558094312105,0.1934856587263,0.0704910063198833,0.370442391832766,5.3,NA,28,Actinopterygii
1270,Sardinella_maderensis,764,415,249,660,0.365900383141762,0.198754789272031,0.119252873563218,0.316091954022989,12.6,3,26.6,Actinopterygii
2,Abudefduf_vaigiensis,740,408,113,757,0.366699702675917,0.202180376610505,0.05599603567889,0.375123885034688,12,NA,27,Actinopterygii
1394,Siganus_canaliculatus,753,400,140,760,0.36678032148076,0.194836824159766,0.0681928884559182,0.370189965903556,NA,1.5,28.25,Actinopterygii
4692,Trichiurus_japonicus,751,355,172,766,0.367416829745597,0.173679060665362,0.0841487279843444,0.374755381604697,NA,NA,NA,Actinopterygii
2508,Elassoma_evergladei,710,546,163,512,0.367685137234593,0.282755049197307,0.0844122216468151,0.265147591921284,NA,NA,NA,Actinopterygii
1140,Pomatomus_saltatrix,759,520,129,656,0.367732558139535,0.251937984496124,0.0625,0.317829457364341,35,2.15,24,Actinopterygii
4638,Thymallus_grubii,750,527,150,611,0.368007850834151,0.258586849852797,0.0736015701668302,0.299803729146222,NA,NA,NA,Actinopterygii
1370,Sebastiscus_marmoratus,757,439,136,725,0.368011667476908,0.213417598444336,0.0661157024793388,0.352455031599417,NA,NA,22,Actinopterygii
2396,Cyprinella_lutrensis,744,474,227,573,0.368681863230922,0.234886025768087,0.112487611496531,0.28394449950446,NA,NA,NA,Actinopterygii
4232,Rhodeus_fangi,726,373,230,639,0.36890243902439,0.189532520325203,0.116869918699187,0.32469512195122,NA,NA,NA,Actinopterygii
2554,Epinephelus_moara,741,418,108,740,0.369207772795217,0.208271051320379,0.0538116591928251,0.368709516691579,NA,NA,NA,Actinopterygii
2464,Diptychus_maculatus,737,418,293,548,0.369238476953908,0.209418837675351,0.146793587174349,0.274549098196393,NA,NA,NA,Actinopterygii
4234,Rhodeus_notatus,729,375,232,634,0.37005076142132,0.190355329949239,0.117766497461929,0.321827411167513,NA,NA,NA,Actinopterygii
1726,Amphiprion_clarkii,745,431,86,751,0.370094386487829,0.214108296075509,0.042722305017387,0.373075012419275,NA,NA,NA,Actinopterygii
4635,Thymallus_arcticus,750,581,137,558,0.370187561697927,0.286771964461994,0.0676209279368213,0.275419545903258,NA,NA,NA,Actinopterygii
4356,Scleropages_jardinii,739,314,188,755,0.370240480961924,0.157314629258517,0.094188376753507,0.378256513026052,45,NA,NA,Actinopterygii
464,Epinephelus_coioides,741,422,87,751,0.370314842578711,0.210894552723638,0.0434782608695652,0.375312343828086,53,2.7,23.5,Actinopterygii
532,Galaxiella_nigrostriata,717,611,123,482,0.370926021727884,0.316088980858769,0.0636316606311433,0.249353336782204,3.5,NA,16.5,Actinopterygii
1732,Amphiprion_sebae,745,426,84,752,0.371200797209766,0.212257100149477,0.0418535127055306,0.374688589935227,NA,NA,NA,Actinopterygii
2509,Elassoma_zonatum,719,533,173,510,0.371576227390181,0.275452196382429,0.089405684754522,0.263565891472868,NA,NA,NA,Actinopterygii
513,Euthynnus_affinis,760,413,169,699,0.372366487016169,0.202351788339049,0.0828025477707006,0.342479176874081,38.55,5.3,21,Actinopterygii
1615,Acheilognathus_somjinensis,741,366,237,644,0.372736418511066,0.1841046277666,0.119215291750503,0.323943661971831,NA,NA,NA,Actinopterygii
3967,Premnas_biaculeatus,758,371,141,762,0.373031496062992,0.18257874015748,0.0693897637795276,0.375,NA,NA,NA,Actinopterygii
4110,Ptychobarbus_kaznakovi,750,393,292,572,0.373692077727952,0.195814648729447,0.145490782262083,0.285002491280518,NA,NA,NA,Actinopterygii
4563,Takifugu_stictonotus,745,413,109,719,0.375125881168177,0.207955689828802,0.0548841893252769,0.362034239677744,NA,NA,NA,Actinopterygii
4147,Raiamas_guttatus,742,410,222,603,0.375316135558928,0.20738492665655,0.112291350531108,0.305007587253414,NA,NA,NA,Actinopterygii
4558,Takifugu_ocellatus,748,395,90,758,0.375690607734807,0.198392767453541,0.0452034153691612,0.380713209442491,NA,NA,NA,Actinopterygii
650,Ictalurus_punctatus,720,333,135,726,0.376175548589342,0.173981191222571,0.0705329153605016,0.379310344827586,30.7,NA,8,Actinopterygii
4666,Trachinotus_ovatus,760,441,109,707,0.376797223599405,0.21864154685176,0.0540406544372831,0.350520575111552,NA,NA,NA,Actinopterygii
2987,Ictalurus_pricei,724,333,146,718,0.376887038001041,0.173347214992192,0.0760020822488287,0.373763664757939,NA,NA,NA,Actinopterygii
4109,Ptychobarbus_dipogon,762,384,289,584,0.37741456166419,0.190193164933135,0.143140168400198,0.289252105002477,NA,NA,NA,Actinopterygii
3556,Noturus_taylori,717,383,108,689,0.377965208223511,0.201897733263047,0.0569319978914075,0.363205060622035,NA,NA,NA,Actinopterygii
2553,Epinephelus_lanceolatus,749,429,80,723,0.378091872791519,0.21655729429581,0.0403836446239273,0.364967188288743,NA,NA,NA,Actinopterygii
73,Amphiprion_perideraion,756,409,84,749,0.378378378378378,0.204704704704705,0.042042042042042,0.374874874874875,NA,NA,28.5,Actinopterygii
1611,Acheilognathus_barbatus,750,393,215,622,0.378787878787879,0.198484848484848,0.108585858585859,0.314141414141414,NA,NA,NA,Actinopterygii
1938,Boleophthalmus_pectinirostris,771,528,94,636,0.379990142927551,0.260226712666338,0.0463282405125678,0.313454903893544,NA,NA,NA,Actinopterygii
4565,Takifugu_xanthopterus,754,391,83,755,0.38023197175996,0.197175995965709,0.0418557740796773,0.380736258194655,NA,NA,NA,Actinopterygii
1492,Takifugu_rubripes,754,408,91,728,0.380615850580515,0.205956587582029,0.0459363957597173,0.367491166077739,NA,NA,15,Actinopterygii
1728,Amphiprion_frenatus,757,401,76,754,0.380784708249497,0.201710261569416,0.0382293762575453,0.379275653923541,NA,NA,NA,Actinopterygii
4553,Takifugu_fasciatus,758,397,94,740,0.381096028154852,0.199597787833082,0.0472599296128708,0.372046254399196,NA,NA,NA,Actinopterygii
4554,Takifugu_flavidus,758,403,100,727,0.381287726358149,0.20271629778672,0.0503018108651912,0.36569416498994,NA,NA,NA,Actinopterygii
2874,Himantura_gerrardi,727,423,99,654,0.382028376248029,0.222280609563847,0.0520231213872832,0.343667892800841,NA,NA,NA,Chondrichthyes
1207,Rachycentron_canadum,746,492,107,607,0.382172131147541,0.252049180327869,0.0548155737704918,0.310963114754098,71.25,NA,26,Actinopterygii
4556,Takifugu_oblongus,763,385,92,756,0.382264529058116,0.192885771543086,0.0460921843687375,0.37875751503006,NA,NA,NA,Actinopterygii
225,Carcharodon_carcharias,716,414,76,667,0.382274426054458,0.221035771489589,0.0405766150560598,0.356113187399893,NA,9,18,Chondrichthyes
2462,Dipturus_kwangtungensis,734,373,91,722,0.382291666666667,0.194270833333333,0.0473958333333333,0.376041666666667,NA,NA,NA,Chondrichthyes
1894,Barbatula_nuda,768,361,213,666,0.382470119521912,0.179780876494024,0.106075697211155,0.331673306772908,NA,NA,NA,Actinopterygii
1724,Amphiprion_akallopisos,760,411,78,736,0.382871536523929,0.207052896725441,0.0392947103274559,0.370780856423174,NA,NA,NA,Actinopterygii
470,Epinephelus_fuscoguttatus,767,469,79,688,0.382925611582626,0.234148776834748,0.0394408387418872,0.343484772840739,NA,NA,29,Actinopterygii
1668,Alburnus_alburnus,771,398,242,602,0.38301043219076,0.197714853452558,0.120218579234973,0.299056135121709,9.9,2,NA,Actinopterygii
1895,Barbatula_toni,769,357,211,669,0.383349950149551,0.177966101694915,0.10518444666002,0.333499501495513,NA,NA,NA,Actinopterygii
3370,Misgurnus_nikolskyi,753,414,169,626,0.383792048929664,0.211009174311927,0.0861365953109072,0.319062181447503,NA,NA,NA,Actinopterygii
4631,Thunnus_orientalis,786,446,144,667,0.384728340675477,0.218306412139011,0.0704845814977974,0.326480665687714,NA,4,NA,Actinopterygii
4237,Rhodeus_sericeus,764,368,186,665,0.385274836106909,0.185577407967726,0.0937972768532526,0.335350479072113,NA,2,NA,Actinopterygii
1893,Barbatula_barbatula,771,336,244,650,0.385307346326837,0.16791604197901,0.121939030484758,0.324837581209395,NA,NA,NA,Actinopterygii
4394,Siganus_puellus,791,410,128,721,0.385853658536585,0.2,0.0624390243902439,0.351707317073171,NA,NA,NA,Actinopterygii
4687,Tribolodon_brandtii,778,357,238,640,0.38648782911078,0.177347242921013,0.118231495280676,0.317933432687531,NA,3,NA,Actinopterygii
2721,Gila_conspersa,761,396,242,569,0.386686991869919,0.201219512195122,0.122967479674797,0.289126016260163,NA,NA,NA,Actinopterygii
2792,Gymnodiptychus_dybowskii,778,418,294,520,0.387064676616915,0.207960199004975,0.146268656716418,0.258706467661692,NA,NA,NA,Actinopterygii
4246,Rhynchocypris_lagowskii,768,419,197,600,0.387096774193548,0.211189516129032,0.0992943548387097,0.30241935483871,NA,NA,NA,Actinopterygii
1588,Zeus_faber,760,423,113,666,0.387359836901121,0.215596330275229,0.0575942915392457,0.339449541284404,35.75,4,11,Actinopterygii
2793,Gymnodiptychus_pachycheilus,776,402,278,543,0.388194097048524,0.201100550275138,0.139069534767384,0.271635817908954,NA,NA,NA,Actinopterygii
4235,Rhodeus_ocellatus,766,400,182,624,0.388438133874239,0.202839756592292,0.0922920892494929,0.316430020283976,NA,NA,NA,Actinopterygii
3580,Odontobutis_potamophila,774,335,144,739,0.38855421686747,0.168172690763052,0.072289156626506,0.370983935742972,NA,NA,NA,Actinopterygii
4327,Schizopygopsis_malacanthus,774,438,248,532,0.38855421686747,0.219879518072289,0.124497991967871,0.267068273092369,NA,NA,NA,Actinopterygii
1509,Thunnus_alalunga,793,450,135,662,0.388725490196078,0.220588235294118,0.0661764705882353,0.324509803921569,85,5.25,14,Actinopterygii
1613,Acheilognathus_rhombeus,758,401,190,600,0.388917393535146,0.20574653668548,0.0974858902001026,0.307850179579271,NA,NA,NA,Actinopterygii
1514,Thunnus_thynnus,794,443,130,670,0.389788905252823,0.217476681394207,0.0638193421698576,0.328915071183112,NA,3,15.5,Actinopterygii
676,Katsuwonus_pelamis,791,393,116,727,0.390231869758263,0.193882585101135,0.0572274296990627,0.358658115441539,NA,3,25,Actinopterygii
4330,Schizopygopsis_younghusbandi,773,441,228,538,0.39040404040404,0.222727272727273,0.115151515151515,0.271717171717172,NA,NA,NA,Actinopterygii
1515,Thunnus_tonggol,794,446,128,665,0.390555828824397,0.219380226266601,0.0629611411706837,0.327102803738318,NA,NA,27,Actinopterygii
3374,Mogurnda_adspersa,773,401,111,689,0.391590678824721,0.203140830800405,0.0562310030395137,0.34903748733536,NA,NA,NA,Actinopterygii
4329,Schizopygopsis_thermalis,777,442,225,537,0.392226148409894,0.223119636547198,0.113579000504796,0.271075214538112,NA,NA,NA,Actinopterygii
3163,Liobagrus_marginatus,761,239,201,739,0.392268041237113,0.12319587628866,0.10360824742268,0.380927835051546,NA,NA,NA,Actinopterygii
2755,Gobiobotia_brevibarba,775,351,269,578,0.392802838317283,0.177901672579828,0.136340598073999,0.29295489102889,NA,NA,NA,Actinopterygii
4395,Siganus_unimaculatus,800,399,100,737,0.392927308447937,0.195972495088409,0.0491159135559921,0.361984282907662,NA,NA,NA,Actinopterygii
1687,Alosa_sapidissima,804,354,209,679,0.392961876832845,0.173020527859238,0.102150537634409,0.331867057673509,NA,4.45,NA,Actinopterygii
3858,Phoxinus_oxycephalus,783,410,191,608,0.393072289156627,0.205823293172691,0.0958835341365462,0.305220883534137,NA,NA,NA,Actinopterygii
4312,Scaphirhynchus_albus,775,224,192,777,0.39380081300813,0.113821138211382,0.0975609756097561,0.394817073170732,NA,NA,NA,Actinopterygii
1035,Pampus_chinensis,770,436,84,665,0.39386189258312,0.223017902813299,0.0429667519181586,0.340153452685422,NA,NA,28,Actinopterygii
2789,Gymnocypris_namensis,780,439,221,540,0.393939393939394,0.221717171717172,0.111616161616162,0.272727272727273,NA,NA,NA,Actinopterygii
3899,Platypharodon_extremus,786,442,238,528,0.394182547642929,0.221664994984955,0.119358074222668,0.264794383149448,NA,NA,NA,Actinopterygii
4328,Schizopygopsis_pylzovi,790,444,239,531,0.394211576846307,0.221556886227545,0.119261477045908,0.26497005988024,NA,NA,NA,Actinopterygii
4688,Tribolodon_hakonensis,788,352,214,644,0.394394394394394,0.176176176176176,0.107107107107107,0.322322322322322,NA,NA,NA,Actinopterygii
4239,Rhodeus_sinensis,776,406,175,610,0.394509405185562,0.206405693950178,0.0889679715302491,0.310116929334011,NA,NA,NA,Actinopterygii
2223,Chuanchia_labiosa,790,442,239,531,0.394605394605395,0.220779220779221,0.119380619380619,0.265234765234765,NA,NA,NA,Actinopterygii
1285,Scaphirhynchus_platorynchus,776,224,189,777,0.39471007121058,0.113936927772126,0.0961342828077314,0.395218718209563,NA,NA,21,Actinopterygii
54,Alosa_pseudoharengus,805,410,201,623,0.394801373222168,0.201078960274644,0.0985777341834232,0.305541932319765,14.45,2.5,20,Actinopterygii
1916,Beaufortia_kweichowensis,792,295,182,736,0.39501246882793,0.14713216957606,0.0907730673316708,0.367082294264339,NA,NA,NA,Actinopterygii
3861,Phoxinus_steindachneri,787,417,190,598,0.395080321285141,0.20933734939759,0.0953815261044177,0.300200803212851,NA,NA,NA,Actinopterygii
4396,Siganus_vulpinus,804,399,91,737,0.395864106351551,0.196454948301329,0.0448055145248646,0.362875430822255,NA,NA,NA,Actinopterygii
3164,Liobagrus_mediadiposalis,756,231,180,742,0.396018858040859,0.121005762179151,0.0942902042954426,0.388685175484547,NA,NA,NA,Actinopterygii
3741,Paramisgurnus_dabryanus,781,419,149,623,0.39604462474645,0.212474645030426,0.0755578093306288,0.315922920892495,NA,NA,NA,Actinopterygii
3028,Koreocobitis_rotundicaudata,779,388,167,631,0.396437659033079,0.197455470737913,0.0849872773536896,0.321119592875318,NA,NA,NA,Actinopterygii
4830,Zacco_platypus,786,407,230,558,0.396769308430086,0.20545179202423,0.116102978293791,0.281675921251893,NA,NA,NA,Actinopterygii
3367,Misgurnus_anguillicaudatus,786,425,149,617,0.397572078907436,0.214972180070814,0.0753667172483561,0.312089023773394,NA,NA,NA,Actinopterygii
3049,Ladislavia_taczanowskii,789,378,251,566,0.397681451612903,0.190524193548387,0.126512096774194,0.285282258064516,6,3,NA,Actinopterygii
630,Huso_huso,777,231,178,763,0.398665982555157,0.118522319138019,0.0913288866085172,0.391482811698307,NA,NA,13.6,Actinopterygii
2722,Gila_robusta,789,410,214,558,0.400304414003044,0.208016235413496,0.10857432775241,0.28310502283105,NA,NA,NA,Actinopterygii
3678,Oxygymnocypris_stewartii,797,417,229,547,0.400502512562814,0.209547738693467,0.115075376884422,0.274874371859296,NA,NA,NA,Actinopterygii
2879,Himantura_uarnak,754,504,64,558,0.401063829787234,0.268085106382979,0.0340425531914894,0.296808510638298,NA,NA,NA,Chondrichthyes
2790,Gymnocypris_przewalskii,798,447,228,516,0.401206636500754,0.22473604826546,0.114630467571644,0.259426847662142,NA,NA,NA,Actinopterygii
1623,Acipenser_schrenckii,783,228,169,770,0.401538461538462,0.116923076923077,0.0866666666666667,0.394871794871795,104,11,NA,Actinopterygii
2788,Gymnocypris_eckloni,800,447,224,521,0.401606425702811,0.224397590361446,0.112449799196787,0.261546184738956,NA,NA,NA,Actinopterygii
2241,Cobitis_choii,791,476,155,543,0.402544529262087,0.242239185750636,0.0788804071246819,0.276335877862595,NA,NA,NA,Actinopterygii
1616,Acheilognathus_typus,777,368,152,629,0.403426791277259,0.191069574247144,0.078920041536864,0.326583592938733,NA,NA,NA,Actinopterygii
4467,Squalus_montalbani,744,467,96,536,0.40368963646229,0.253391209983722,0.0520889853499729,0.290830168204015,NA,NA,NA,Chondrichthyes
3467,Myxocyprinus_asiaticus,799,302,268,610,0.403739262253663,0.152602324406266,0.135421930267812,0.308236483072259,NA,NA,NA,Actinopterygii
3693,Pampus_punctatissimus,790,470,78,615,0.404505888376856,0.240655401945725,0.0399385560675883,0.314900153609831,NA,NA,NA,Actinopterygii
4789,Vanmanenia_pingchowensis,806,321,167,695,0.405228758169935,0.161387631975867,0.0839617898441428,0.349421820010055,NA,NA,NA,Actinopterygii
1396,Siganus_guttatus,824,418,85,706,0.405312346286276,0.205607476635514,0.0418101328086572,0.347270044269552,17.45,NA,28.5,Actinopterygii
2245,Cobitis_striata,795,520,133,513,0.405405405405405,0.265170831208567,0.0678225395206527,0.261601223865375,NA,NA,NA,Actinopterygii
4355,Scleropages_formosus,785,256,100,794,0.405684754521964,0.132299741602067,0.0516795865633075,0.410335917312662,NA,NA,NA,Actinopterygii
2242,Cobitis_elongatoides,795,492,152,519,0.406026557711951,0.251276813074566,0.0776302349336057,0.265066394279877,NA,NA,NA,Actinopterygii
1124,Polyodon_spathula,789,255,119,777,0.406701030927835,0.131443298969072,0.061340206185567,0.400515463917526,NA,7.5,20,Actinopterygii
246,Cetorhinus_maximus,752,391,88,618,0.406706327744727,0.211465657111952,0.0475932936722553,0.334234721471065,NA,18,10,Chondrichthyes
3439,Mylocheilus_caurinus,808,363,218,597,0.406847935548842,0.182779456193353,0.109768378650554,0.300604229607251,24.9,3.5,NA,Actinopterygii
3368,Misgurnus_bipartitus,795,459,127,568,0.407901487942535,0.235505387378143,0.0651616213442791,0.291431503335044,NA,NA,NA,Actinopterygii
1034,Pampus_argenteus,782,504,115,511,0.408995815899582,0.263598326359833,0.0601464435146443,0.267259414225941,25.3,NA,24.5,Actinopterygii
629,Huso_dauricus,796,241,149,754,0.410309278350515,0.124226804123711,0.0768041237113402,0.388659793814433,NA,NA,16,Actinopterygii
3205,Lycengraulis_grossidens,821,466,143,566,0.411322645290581,0.233466933867735,0.0716432865731463,0.283567134268537,NA,NA,NA,Actinopterygii
4824,Xyrauchen_texanus,812,388,204,566,0.412182741116751,0.196954314720812,0.103553299492386,0.287309644670051,NA,NA,NA,Actinopterygii
2071,Carpiodes_carpio,822,330,237,603,0.412650602409639,0.16566265060241,0.118975903614458,0.302710843373494,NA,NA,NA,Actinopterygii
1116,Poecilia_reticulata,785,450,82,583,0.413157894736842,0.236842105263158,0.0431578947368421,0.306842105263158,NA,NA,25,Actinopterygii
1069,Pellonula_leonensis,834,379,122,675,0.414925373134328,0.188557213930348,0.0606965174129353,0.335820895522388,NA,NA,29,Actinopterygii
1602,Acanthorhodeus_chankaensis,805,415,150,570,0.414948453608247,0.213917525773196,0.077319587628866,0.293814432989691,NA,NA,NA,Actinopterygii
896,Mustelus_manazo,766,542,54,483,0.415176151761518,0.293766937669377,0.0292682926829268,0.261788617886179,60,1.6,18,Chondrichthyes
4338,Schizothorax_lantsangensis,820,275,312,567,0.415400202634245,0.139311043566363,0.158054711246201,0.287234042553192,NA,NA,NA,Actinopterygii
2106,Cephaloscyllium_umbratile,760,462,72,535,0.415527610716238,0.252597047566976,0.0393657736468015,0.292509568069984,NA,NA,NA,Chondrichthyes
4307,Saurogobio_dabryi,819,371,230,545,0.416793893129771,0.188804071246819,0.11704834605598,0.27735368956743,NA,3,NA,Actinopterygii
2759,Gobiocypris_rarus,818,415,190,533,0.418200408997955,0.212167689161554,0.0971370143149284,0.272494887525562,NA,NA,NA,Actinopterygii
1336,Scyliorhinus_canicula,765,481,82,501,0.418261344997266,0.262985237834882,0.0448332422088573,0.273920174958994,57,5,11.5,Chondrichthyes
3401,Moxostoma_congestum,821,421,216,504,0.418450560652395,0.214576962283384,0.110091743119266,0.256880733944954,NA,NA,NA,Actinopterygii
1809,Apteronotus_albifrons,816,370,80,680,0.419321685508736,0.190133607399794,0.0411099691675231,0.349434737923947,NA,NA,NA,Actinopterygii
3242,Macropodus_opercularis,788,530,81,479,0.419595314164004,0.282215122470714,0.0431309904153355,0.255058572949947,NA,NA,NA,Actinopterygii
2240,Cobitis_biwae,813,476,130,518,0.419721218378937,0.245740836344863,0.0671140939597315,0.267423851316469,NA,NA,NA,Actinopterygii
3089,Lefua_costata,817,362,171,594,0.420267489711934,0.186213991769547,0.087962962962963,0.305555555555556,NA,NA,NA,Actinopterygii
3985,Prochilodus_argenteus,825,366,82,690,0.420275089149261,0.186449312277127,0.0417727967396842,0.351502801833928,NA,NA,NA,Actinopterygii
2856,Hemitriakis_japanica,782,437,53,587,0.420656266810113,0.235072619688004,0.0285099515868747,0.315761161915008,NA,NA,NA,Chondrichthyes
2459,Diplomystes_nahuelbutaensis,812,322,135,661,0.420725388601036,0.166839378238342,0.0699481865284974,0.342487046632124,NA,NA,NA,Actinopterygii
3884,Pimephales_promelas,840,482,144,528,0.421263791374122,0.24172517552658,0.0722166499498496,0.264794383149448,NA,2,NA,Actinopterygii
4342,Schizothorax_prenanti,832,283,298,557,0.422335025380711,0.143654822335025,0.151269035532995,0.282741116751269,NA,NA,NA,Actinopterygii
4470,Squatina_nebulosa,775,511,50,498,0.42257360959651,0.278625954198473,0.0272628135223555,0.271537622682661,NA,NA,NA,Chondrichthyes
1165,Prochilodus_lineatus,834,357,91,688,0.423350253807107,0.181218274111675,0.0461928934010152,0.349238578680203,22.65,NA,20,Actinopterygii
4336,Schizothorax_kozlovi,837,287,292,558,0.424012158054711,0.145390070921986,0.147922998986829,0.282674772036474,NA,NA,NA,Actinopterygii
3701,Pangasius_pangasius,801,251,115,721,0.424258474576271,0.132944915254237,0.0609110169491525,0.381885593220339,NA,NA,NA,Actinopterygii
4296,Sarcocheilichthys_parvus,828,319,194,608,0.424833247819395,0.163673678809646,0.0995382247306311,0.311954848640328,NA,NA,NA,Actinopterygii
1593,Abbottina_rivularis,830,342,206,574,0.425204918032787,0.175204918032787,0.105532786885246,0.29405737704918,NA,1,NA,Actinopterygii
4334,Schizothorax_esocinus,841,285,283,565,0.426038500506586,0.144376899696049,0.143363728470111,0.286220871327254,NA,NA,NA,Actinopterygii
2884,Hippocampus_abdominalis,794,508,165,396,0.426194310252281,0.272678475577026,0.0885668276972625,0.21256038647343,NA,1,NA,Actinopterygii
3698,Pangasianodon_gigas,805,322,114,647,0.426377118644068,0.170550847457627,0.0603813559322034,0.342690677966102,NA,NA,NA,Actinopterygii
2903,Homatula_variegata,838,339,200,587,0.426680244399185,0.172606924643585,0.10183299389002,0.29887983706721,NA,NA,NA,Actinopterygii
4359,Scoliodon_macrorhynchos,770,465,45,523,0.427066001109262,0.257903494176373,0.0249584026622296,0.290072102052135,NA,NA,NA,Chondrichthyes
4295,Sarcocheilichthys_nigripinnis,834,355,186,577,0.427254098360656,0.181864754098361,0.0952868852459016,0.295594262295082,NA,NA,NA,Actinopterygii
2754,Gobio_gobio,840,383,207,536,0.427263479145473,0.194811800610376,0.10528992878942,0.27263479145473,10.1,2.5,NA,Actinopterygii
4000,Proscyllium_habereri,776,495,73,471,0.427548209366391,0.272727272727273,0.0402203856749311,0.259504132231405,NA,NA,NA,Chondrichthyes
4343,Schizothorax_progastus,843,287,283,557,0.427918781725888,0.145685279187817,0.143654822335025,0.282741116751269,NA,NA,NA,Actinopterygii
4345,Schizothorax_richardsonii,840,280,282,560,0.428134556574924,0.142711518858308,0.143730886850153,0.285423037716616,NA,NA,NA,Actinopterygii
2757,Gobiobotia_macrocephala,837,300,247,568,0.428790983606557,0.153688524590164,0.126536885245902,0.290983606557377,NA,NA,NA,Actinopterygii
4337,Schizothorax_labiatus,844,284,283,557,0.428861788617886,0.144308943089431,0.14380081300813,0.283028455284553,NA,NA,NA,Actinopterygii
2078,Catostomus_commersonii,832,455,155,497,0.429087158329036,0.234657039711191,0.0799381124290872,0.256317689530686,NA,NA,NA,Actinopterygii
4323,Schizopyge_niger,847,284,281,561,0.429295489102889,0.143943233654334,0.142422706538267,0.284338570704511,NA,NA,NA,Actinopterygii
4339,Schizothorax_macropogon,845,293,282,545,0.430025445292621,0.14910941475827,0.143511450381679,0.27735368956743,NA,NA,NA,Actinopterygii
224,Carcharias_taurus,784,423,40,576,0.430060340098738,0.232035106966539,0.0219418540866703,0.315962698848053,NA,NA,15,Chondrichthyes
3940,Polypterus_mokelembembe,800,344,121,594,0.430338891877353,0.185045723507262,0.0650887573964497,0.319526627218935,NA,NA,NA,Cladistia
