Species,Class,Taxonomy,NeutralA,NeutralT,NeutralG,NeutralC,FrA,FrT,FrG,FrC,GhAhSkew,Passeriformes
Platalea_minor,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Pelecaniformes_Threskiornithidae_Platalea,839,304,77,705,0.435844155844156,0.157922077922078,0.04,0.366233766233766,0.397423191278494,0
Menura_novaehollandiae,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Menuridae_Menura,761,315,108,732,0.397181628392484,0.164405010438413,0.0563674321503132,0.382045929018789,0.398280802292264,1
Chrysolophus_pictus,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Galloanserae_Galliformes_Phasianidae_Phasianinae_Chrysolophus,808,321,62,748,0.416709644146467,0.165549252191851,0.0319752449716349,0.385765858690046,0.399438727782975,0
Geotrygon_violacea,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Columbiformes_Columbidae_Geotrygon,775,315,75,735,0.407894736842105,0.165789473684211,0.0394736842105263,0.386842105263158,0.4,0
Scolopax_rusticola,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Charadriiformes_Scolopacidae_Scolopax,830,288,65,673,0.447198275862069,0.155172413793103,0.0350215517241379,0.36260775862069,0.400624349635796,0
Oriolus_chinensis,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Corvoidea_Corvidae_Oriolus,863,253,180,595,0.45637228979376,0.13379164463247,0.0951877313590693,0.314648334214701,0.403301886792453,1
Lophophorus_lhuysii,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Galloanserae_Galliformes_Phasianidae_Phasianinae_Lophophorus,810,312,61,734,0.422535211267606,0.162754303599374,0.0318205529473135,0.382889932185707,0.403441682600382,0
Accipiter_nisus,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Falconiformes_Accipitridae_Accipitrinae_Accipiter,808,306,57,728,0.42548709847288,0.161137440758294,0.0300157977883096,0.383359662980516,0.408123791102515,0
Gorsachius_goisagi,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Pelecaniformes_Ardeidae_Gorsachius,848,292,26,695,0.45566899516389,0.15690488984417,0.0139709833422891,0.373455131649651,0.408308004052685,0
Platalea_leucorodia,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Pelecaniformes_Threskiornithidae_Platalea,846,299,69,712,0.439252336448598,0.155244029075805,0.0358255451713396,0.369678089304258,0.408506429277943,0
Larus_crassirostris,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Charadriiformes_Laridae_Larus,792,298,94,712,0.417721518987342,0.157172995780591,0.04957805907173,0.375527426160338,0.40990099009901,0
Ichthyaetus_relictus,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Charadriiformes_Laridae_Ichthyaetus,798,297,91,710,0.420886075949367,0.156645569620253,0.0479957805907173,0.374472573839662,0.41012909632572,0
Syrmaticus_reevesii,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Galloanserae_Galliformes_Phasianidae_Phasianinae_Syrmaticus,792,318,80,761,0.40594566888775,0.162993336750384,0.0410046130189646,0.390056381342901,0.410565338276182,0
Aegithalos_glaucogularis,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Corvoidea_Aegithalidae_Aegithalos,805,313,83,750,0.412608918503332,0.160430548436699,0.0425422860071758,0.384418247052793,0.411100658513641,1
Phaethornis_malaris,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Trochiliformes_Trochilidae_Phaethornis,859,293,62,704,0.447862356621481,0.152763295099062,0.032325338894682,0.367049009384776,0.412236710130391,0
Lophura_ignita,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Galloanserae_Galliformes_Phasianidae_Phasianinae_Lophura,807,317,60,766,0.413846153846154,0.162564102564103,0.0307692307692308,0.392820512820513,0.414589104339797,0
Struthio_camelus,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Palaeognathae_Struthioniformes_Struthionidae_Struthio,792,297,123,722,0.409513960703206,0.153567735263702,0.0635987590486039,0.373319544984488,0.417075564278705,0
Aegotheles_cristatus,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Caprimulgiformes_Aegothelidae_Aegotheles,802,300,90,732,0.416839916839917,0.155925155925156,0.0467775467775468,0.38045738045738,0.418604651162791,0
Spinus_spinus,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Passeroidea_Fringillidae_Carduelinae_Spinus,829,293,47,717,0.439554612937434,0.155355249204666,0.0249204665959703,0.38016967126193,0.41980198019802,1
Aegithalos_bonvaloti,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Corvoidea_Aegithalidae_Aegithalos,798,307,84,752,0.41112828438949,0.15816589386914,0.0432766615146832,0.387429160226687,0.420207743153919,1
Ixobrychus_cinnamomeus,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Pelecaniformes_Ardeidae_Ixobrychus,823,290,40,713,0.441050375133976,0.155412647374062,0.0214362272240086,0.382100750267953,0.421734795613161,0
Eudocimus_ruber,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Pelecaniformes_Threskiornithidae_Eudocimus,807,299,64,736,0.423399790136411,0.156873032528856,0.0335781741867786,0.386149003147954,0.422222222222222,0
Amaurornis_akool,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Gruiformes_Rallidae_Amaurornis,873,259,69,638,0.474714518760196,0.140837411636759,0.0375203915171289,0.346927678085916,0.422519509476031,0
Leiothrix_lutea,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Leiothrichidae_Leiothrix,806,291,102,718,0.420448617631716,0.151799687010955,0.05320813771518,0.374543557642149,0.423191278493558,1
Aegithalos_fuliginosus,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Corvoidea_Aegithalidae_Aegithalos,795,306,87,758,0.408530318602261,0.157245632065776,0.0447070914696814,0.389516957862282,0.424812030075188,1
Chroicocephalus_ridibundus,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Charadriiformes_Laridae_Chroicocephalus,792,289,107,717,0.415748031496063,0.151706036745407,0.0561679790026247,0.376377952755906,0.42544731610338,0
Larus_brunnicephalus,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Charadriiformes_Laridae_Larus,793,287,107,716,0.416710457172885,0.150814503415659,0.0562270099842354,0.37624802942722,0.427716849451645,0
Sagittarius_serpentarius,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Falconiformes_Sagittariidae_Sagittarius,799,307,42,767,0.417232375979112,0.160313315926893,0.0219321148825065,0.400522193211488,0.428305400372439,0
Coturnix_chinensis,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Galloanserae_Galliformes_Phasianidae_Perdicinae_Coturnix,824,296,69,740,0.427164333851737,0.153447382063245,0.0357698289269051,0.383618455158113,0.428571428571429,0
Pucrasia_macrolopha,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Galloanserae_Galliformes_Phasianidae_Phasianinae_Pucrasia,804,306,53,765,0.41701244813278,0.158713692946058,0.0274896265560166,0.396784232365145,0.428571428571429,0
Myiopsitta_monachus,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Psittaciformes_Psittacidae_Myiopsitta,893,263,63,663,0.474495217853348,0.139744952178533,0.0334750265674814,0.352284803400638,0.431965442764579,0
Eudynamys_taitensis,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Cuculiformes_Cuculidae_Eudynamys,884,253,80,638,0.476549865229111,0.136388140161725,0.0431266846361186,0.343935309973046,0.432098765432099,0
Gorsachius_melanolophus,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Pelecaniformes_Ardeidae_Gorsachius,845,279,29,704,0.455035002692515,0.150242326332795,0.0156165858912224,0.379106085083468,0.4323499491353,0
Cuculus_poliocephalus,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Cuculiformes_Cuculidae_Cuculus,926,237,61,599,0.507953922106418,0.130005485463522,0.0334613274821722,0.328579264947888,0.433014354066986,0
Lophura_swinhoii,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Galloanserae_Galliformes_Phasianidae_Phasianinae_Lophura,773,305,99,772,0.396613648024628,0.156490507952796,0.0507952796305798,0.396100564391996,0.433611884865367,0
Ardea_modesta,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Pelecaniformes_Ardeidae_Ardea,786,300,76,763,0.408311688311688,0.155844155844156,0.0394805194805195,0.396363636363636,0.435559736594544,0
Motacilla_lugens,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Passeroidea_Motacillidae_Motacilla,820,272,116,692,0.431578947368421,0.143157894736842,0.0610526315789474,0.364210526315789,0.435684647302905,1
Leiothrix_argentauris,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Leiothrichidae_Leiothrix,813,283,106,722,0.422557172557173,0.147089397089397,0.0550935550935551,0.375259875259875,0.43681592039801,1
Pyrgilauda_davidiana,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Passeroidea_Passeridae_Pyrgilauda,815,279,123,713,0.422279792746114,0.144559585492228,0.0637305699481865,0.369430051813471,0.4375,1
Larus_dominicanus,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Charadriiformes_Laridae_Larus,794,284,98,726,0.41745531019979,0.14931650893796,0.0515247108307045,0.381703470031546,0.437623762376238,0
Lophura_nycthemera,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Galloanserae_Galliformes_Phasianidae_Phasianinae_Lophura,793,308,68,788,0.4052120592744,0.157383750638733,0.0347470618293306,0.402657128257537,0.437956204379562,0
Asio_flammeus,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Strigiformes_Strigidae_Asio,793,306,63,783,0.407712082262211,0.1573264781491,0.0323907455012853,0.402570694087404,0.43801652892562,0
Petroica_phoenicea,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Petroicidae_Petroica,771,298,109,763,0.397217928902628,0.153529108706852,0.056156620298815,0.393096342091705,0.438265786993402,1
Petroica_boodang,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Petroicidae_Petroica,760,300,122,773,0.388746803069054,0.153452685421995,0.0624040920716113,0.39539641943734,0.440820130475303,1
Vanellus_vanellus,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Charadriiformes_Charadriidae_Vanellus,830,270,62,699,0.445996775926921,0.145083288554541,0.0333154218162278,0.375604513702311,0.442724458204334,0
Saundersilarus_saundersi,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Charadriiformes_Laridae_Saundersilarus,788,281,110,731,0.412565445026178,0.147120418848168,0.0575916230366492,0.382722513089005,0.444664031620553,0
Calliphlox_amethystina,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Trochiliformes_Trochilidae_Calliphlox,825,279,95,727,0.428348909657321,0.144859813084112,0.04932502596054,0.377466251298027,0.445328031809145,0
Acanthis_flammea,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Passeroidea_Fringillidae_Carduelinae_Acanthis,804,285,71,743,0.422490803993694,0.149763531266421,0.0373095112979506,0.390436153441934,0.445525291828794,1
Dendrocygna_javanica,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Galloanserae_Anseriformes_Anatidae_Dendrocygna,825,263,165,686,0.425477050025787,0.135636926250645,0.0850954100051573,0.353790613718412,0.445732349841939,0
Emeus_crassus,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Palaeognathae_Dinornithiformes_Emeidae_Emeus,795,292,79,762,0.412344398340249,0.151452282157676,0.0409751037344398,0.395228215767635,0.445920303605313,0
Dinornis_giganteus,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Palaeognathae_Dinornithiformes_Dinornithidae_Dinornis,795,288,100,757,0.40979381443299,0.148453608247423,0.0515463917525773,0.39020618556701,0.448803827751196,0
Garrulax_poecilorhynchus,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Leiothrichidae_Garrulax,826,284,66,751,0.428645563051375,0.147379346133887,0.0342501297353399,0.389724961079398,0.451207729468599,1
Grus_canadensis,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Gruiformes_Gruidae_Grus,810,270,76,715,0.432923570283271,0.14430785676109,0.0406199893105291,0.38214858364511,0.451776649746193,0
Agelaius_phoeniceus,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Passeroidea_Icteridae_Agelaius,806,286,81,758,0.417400310719834,0.14810978767478,0.0419471776281719,0.392542723977214,0.452107279693487,1
Anomalopteryx_didiformis,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Palaeognathae_Dinornithiformes_Emeidae_Anomalopteryx,802,288,81,765,0.414256198347107,0.148760330578512,0.0418388429752066,0.395144628099174,0.452991452991453,0
Pycnonotus_melanicterus,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Pycnonotidae_Pycnonotus,837,261,47,694,0.455138662316476,0.141924959216966,0.0255573681348559,0.377379010331702,0.453403141361257,1
Threskiornis_aethiopicus,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Pelecaniformes_Threskiornithidae_Threskiornis,839,279,72,742,0.434265010351967,0.144409937888199,0.0372670807453416,0.384057971014493,0.453476983349657,0
Crossoptilon_harmani,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Galloanserae_Galliformes_Phasianidae_Phasianinae_Crossoptilon,778,298,91,794,0.39673635900051,0.151963284038756,0.0464048954614992,0.404895461499235,0.454212454212454,0
Archilochus_colubris,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Trochiliformes_Trochilidae_Archilochus,805,275,100,733,0.42080501829587,0.143753267119707,0.0522739153162572,0.383167799268165,0.454365079365079,0
Crossoptilon_crossoptilon,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Galloanserae_Galliformes_Phasianidae_Phasianinae_Crossoptilon,779,298,91,796,0.396639511201629,0.15173116089613,0.0463340122199593,0.405295315682281,0.455210237659963,0
Petroica_goodenovii,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Petroicidae_Petroica,788,286,105,764,0.40555841482244,0.147195059186824,0.0540401441070509,0.393206381883685,0.455238095238095,1
Montifringilla_taczanowskii,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Passeroidea_Passeridae_Montifringilla,827,265,122,709,0.430057202288092,0.137805512220489,0.0634425377015081,0.368694747789912,0.455852156057495,1
Gerygone_igata,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Acanthizidae_Gerygone,732,300,123,803,0.373850868232891,0.153217568947906,0.0628192032686415,0.410112359550562,0.456029011786038,1
Grus_americana,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Gruiformes_Gruidae_Grus,833,267,59,715,0.444503735325507,0.14247598719317,0.0314834578441836,0.38153681963714,0.456211812627291,0
Ara_glaucogularis,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Psittaciformes_Psittacidae_Ara,799,282,92,756,0.414204250907206,0.146189735614308,0.0476931052358735,0.391912908242613,0.456647398843931,0
Francolinus_pintadeanus,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Galloanserae_Galliformes_Phasianidae_Perdicinae_Francolinus,824,289,60,776,0.422780913288866,0.148281169830682,0.0307850179579271,0.398152898922524,0.457276995305164,0
Primolius_maracana,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Psittaciformes_Psittacidae_Primolius,778,281,117,755,0.402900051786639,0.145520455722424,0.0605903676851372,0.3909891248058,0.457528957528958,0
Curaeus_curaeus,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Passeroidea_Icteridae_Curaeus,798,279,94,751,0.41519250780437,0.145161290322581,0.0489073881373569,0.390738813735692,0.458252427184466,1
Apus_apus,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Apodiformes_Apodidae_Apus,817,285,46,769,0.426186750130412,0.148669796557121,0.0239958268127282,0.401147626499739,0.459203036053131,0
Crossoptilon_mantchuricum,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Galloanserae_Galliformes_Phasianidae_Phasianinae_Crossoptilon,776,295,94,797,0.395514780835882,0.150356778797146,0.0479102956167176,0.406218144750255,0.45970695970696,0
Arborophila_brunneopectus,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Galloanserae_Galliformes_Phasianidae_Perdicinae_Arborophila,817,286,66,773,0.420700308959835,0.147270854788877,0.0339855818743563,0.398043254376931,0.459867799811143,0
Minla_ignotincta,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Leiothrichidae_Minla,817,272,98,737,0.424636174636175,0.141372141372141,0.0509355509355509,0.383056133056133,0.460852329038652,1
Jacana_jacana,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Charadriiformes_Jacanidae_Jacana,837,276,42,748,0.439831844456122,0.14503415659485,0.022070415133999,0.393063583815029,0.4609375,0
Crossoptilon_auritum,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Galloanserae_Galliformes_Phasianidae_Phasianinae_Crossoptilon,773,294,97,797,0.394186639469658,0.149923508414074,0.0494645588985212,0.406425293217746,0.461044912923923,0
Rhea_americana,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Palaeognathae_Rheiformes_Rheidae_Rhea,695,323,126,878,0.343719090009891,0.159742828882295,0.0623145400593472,0.434223541048467,0.462114904246461,0
Picoides_pubescens,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Piciformes_Picidae_Picoides,668,343,71,935,0.331184928111056,0.170054536440258,0.0352007932573128,0.463559742191373,0.463223787167449,0
Malurus_melanocephalus,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Maluridae_Malurus,748,297,96,812,0.38300051203277,0.152073732718894,0.0491551459293395,0.415770609318996,0.464382326420198,1
