Species	Gene	NeutralA	NeutralT	NeutralG	NeutralC	GenerationLength_d	ECO.Maximum.longevity..yrs.	ECO.Body.mass..g.	ECO.Metabolic.rate..W.	ECO.Temperature..K.
Myodes_regulus	COX3	63	25	5	42	433.359922223833	NA	NA	NA	NA
Crocidura_mindorus	COX3	62	33	5	31	427.67965	NA	NA	NA	NA
Mus_fragilicauda	COX3	73	28	3	33	628.295	NA	NA	NA	NA
Mus_cookii	COX3	73	31	2	31	628.295	NA	NA	NA	NA
Leopoldamys_edwardsi	COX3	68	20	7	41	639.631831820818	NA	NA	NA	NA
Mus_spretus	COX3	81	29	3	24	628.295	NA	NA	NA	NA
Microtus_ochrogaster	COX3	68	16	5	44	615.4024	5.3	48.2	0.41	311.05
Anourosorex_squamipes	COX3	69	33	3	29	379.29295625	NA	NA	NA	NA
Crocidura_beatus	COX3	66	31	1	30	427.67965	NA	NA	NA	NA
Mus_caroli	COX3	72	26	7	28	628.295	NA	NA	NA	NA
Isoodon_macrourus	COX3	76	29	2	23	623.745	6.8	1551	3.202	309.05
Rattus_tiomanicus	COX3	75	19	2	32	534.7590666715	NA	NA	NA	NA
Condylura_cristata	COX3	90	18	0	20	558.6411	2.5	49	0.615	310.85
Wiedomys_cerradensis	COX3	72	21	6	39	589.388299099621	NA	NA	NA	NA
Apodemus_latronum	COX3	82	24	2	24	554.1929125	NA	NA	NA	NA
Sorex_unguiculatus	COX3	67	30	3	30	392.4667	NA	NA	NA	NA
Rattus_tunneyi	COX3	72	24	5	29	534.7590666715	NA	NA	NA	NA
Crocidura_grayi	COX3	63	27	4	37	427.67965	NA	NA	NA	NA
Crocidura_lasiura	COX3	58	39	5	32	427.67965	NA	NA	NA	NA
Microtus_kikuchii	COX3	74	17	6	35	373.623802083937	NA	NA	NA	NA
Microtus_levis	COX3	75	19	8	31	373.623802083937	NA	NA	NA	NA
Neomys_fodiens	COX3	64	34	6	32	576.8888	3.1	16	0.328	310.45
Eothenomys_chinensis	COX3	63	17	7	46	589.388299099621	NA	NA	NA	NA
Myodes_rufocanus	COX3	63	18	6	48	433.359922223833	NA	NA	NA	NA
Crocidura_attenuata	COX3	63	25	5	39	427.67965	NA	NA	NA	NA
Mus_terricolor	COX3	80	23	2	30	435.665	NA	NA	NA	NA
Neodon_irene	COX3	63	21	8	38	589.388299099621	NA	NA	NA	NA
Rattus_lutreolus	COX3	73	17	2	36	440.292083343	4.4	109	0.353	309.85
Tarsipes_rostratus	COX3	52	32	4	32	341.275	NA	10	0.162	309.75
Apodemus_chevrieri	COX3	72	31	2	31	554.1929125	NA	NA	NA	NA
Sminthopsis_douglasi	COX3	60	31	10	41	546.026466666667	NA	NA	NA	NA
Proechimys_longicaudatus	COX3	66	29	7	35	631.7859833285	NA	NA	NA	NA
Micromys_minutus	COX3	77	28	0	34	502.66	3.8	7.6	0.201	311.15
Rattus_villosissimus	COX3	73	17	4	36	534.7590666715	NA	NA	NA	NA
Proedromys_liangshanensis	COX3	71	17	6	34	589.388299099621	NA	NA	NA	NA
Niviventer_fulvescens	COX3	73	24	3	31	624.399640909091	NA	NA	NA	NA
Sminthopsis_crassicaudata	COX3	64	29	6	39	594.4425	5	16	0.121	308.35
Rattus_praetor	COX3	73	19	3	33	534.7590666715	NA	NA	NA	NA
Akodon_montensis	COX3	68	30	4	39	589.388299099621	NA	NA	NA	NA
Sorex_cylindricauda	COX3	66	35	3	26	422.884597917875	NA	NA	NA	NA
Ctenomys_leucodon	COX3	71	33	3	25	600.93415	NA	NA	NA	NA
Blarinella_quadraticauda	COX3	70	42	4	20	379.29295625	NA	NA	NA	NA
Lasiopodomys_mandarinus	COX3	64	21	11	37	589.388299099621	NA	NA	NA	NA
Rattus_fuscipes	COX3	71	18	4	36	558.507283343	5.3	76	0.471	310.65
Mus_cervicolor	COX3	77	35	3	18	628.295	NA	NA	NA	NA
Rattus_leucopus	COX3	74	19	1	32	534.7590666715	NA	NA	NA	NA
Cricetulus_kamensis	COX3	75	21	4	34	589.388299099621	NA	NA	NA	NA
Rattus_rattus	COX3	76	23	1	29	546.1994	4.2	117	0.77	311.15
Rattus_exulans	COX3	75	26	0	30	534.7590666715	NA	NA	NA	NA
Episoriculus_macrurus	COX3	65	30	4	34	426.91011944525	NA	NA	NA	NA
Apodemus_draco	COX3	82	32	1	20	554.1929125	NA	NA	NA	NA
Niviventer_confucianus	COX3	74	18	4	35	624.399640909091	NA	NA	NA	NA
Mus_musculus	COX3	75	33	2	25	628.295	4	18	0.271	310.05
Meriones_meridianus	COX3	70	32	11	26	608.148016666667	6.8	NA	NA	NA
Crocidura_shantungensis	COX3	67	35	3	25	409.171225	NA	NA	NA	NA
Eothenomys_miletus	COX3	64	17	9	46	589.388299099621	NA	NA	NA	NA
Crocidura_negrina	COX3	64	33	2	31	427.67965	NA	NA	NA	NA
Sorex_tundrensis	COX3	67	25	2	39	422.884597917875	NA	NA	NA	NA
Leggadina_lakedownensis	COX3	76	24	3	26	624.399640909091	NA	NA	NA	NA
Crocidura_palawanensis	COX3	61	31	5	32	409.171225	NA	NA	NA	NA
Apodemus_agrarius	COX3	73	34	4	27	504.40745	NA	21.2	0.373	NA
Meriones_unguiculatus	COX3	66	28	10	28	503.8875	6.3	64.8	0.546	311.35
Thylamys_elegans	COX3	63	37	5	28	642.840025	NA	NA	NA	NA
Nectogale_elegans	COX3	66	36	1	32	379.29295625	NA	NA	NA	NA
Eothenomys_melanogaster	COX3	66	23	4	46	589.388299099621	NA	NA	NA	NA
Cricetulus_longicaudatus	COX3	78	34	5	19	589.388299099621	NA	NA	NA	NA
Rattus_niobe	COX3	77	14	3	34	534.7590666715	NA	NA	NA	NA
Episoriculus_fumidus	COX3	69	34	3	25	426.91011944525	NA	NA	NA	NA
Mus_famulus	COX3	73	25	7	33	628.295	NA	NA	NA	NA
Sorex_araneus	COX3	66	30	4	33	524.7815	3.2	8.4	0.348	308.15
Crocidura_orientalis	COX3	61	36	4	30	427.67965	NA	NA	NA	NA
Tscherskia_triton	COX3	60	24	22	39	589.388299099621	NA	NA	NA	NA
Rattus_sordidus	COX3	73	11	5	41	534.7590666715	NA	NA	NA	NA
Rattus_tanezumi	COX3	74	26	2	27	534.7590666715	NA	NA	NA	NA
Myodes_glareolus	COX3	61	21	3	47	577.7512	NA	NA	NA	NA
Isoodon_macrourus	CytB	100	42	3	34	623.745	6.8	1551	3.202	309.05
Rattus_tiomanicus	CytB	100	21	4	52	534.7590666715	NA	NA	NA	NA
Wiedomys_cerradensis	CytB	82	33	12	58	589.388299099621	NA	NA	NA	NA
Bandicota_indica	CytB	97	26	8	50	639.631831820818	NA	NA	NA	NA
Rattus_leucopus	CytB	92	25	5	56	534.7590666715	NA	NA	NA	NA
Rattus_rattus	CytB	100	20	3	50	546.1994	4.2	117	0.77	311.15
Crocidura_negrina	CytB	85	40	4	53	427.67965	NA	NA	NA	NA
Crocidura_mindorus	CytB	84	36	3	55	427.67965	NA	NA	NA	NA
Crocidura_lasiura	CytB	81	44	2	56	427.67965	NA	NA	NA	NA
Rattus_niobe	CytB	97	25	3	55	534.7590666715	NA	NA	NA	NA
Episoriculus_fumidus	CytB	92	34	5	43	426.91011944525	NA	NA	NA	NA
Myodes_glareolus	CytB	93	27	6	57	577.7512	NA	NA	NA	NA
Rattus_lutreolus	CytB	91	23	2	60	440.292083343	4.4	109	0.353	309.85
Niviventer_fulvescens	CytB	89	36	2	47	624.399640909091	NA	NA	NA	NA
Apodemus_peninsulae	CytB	100	38	6	36	554.1929125	4.4	NA	NA	NA
Crocidura_grayi	CytB	86	39	7	50	427.67965	NA	NA	NA	NA
Suncus_murinus	CytB	81	44	7	54	363.52745	3.2	39.7	0.403	311.85
Myodes_rufocanus	CytB	93	24	6	62	433.359922223833	NA	NA	NA	NA
Rattus_villosissimus	CytB	91	27	4	60	534.7590666715	NA	NA	NA	NA
Blarinella_quadraticauda	CytB	92	37	5	40	379.29295625	NA	NA	NA	NA
Anourosorex_squamipes	CytB	97	28	5	48	379.29295625	NA	NA	NA	NA
Apodemus_agrarius	CytB	101	29	6	48	504.40745	NA	21.2	0.373	NA
Microtus_kikuchii	CytB	102	16	5	58	373.623802083937	NA	NA	NA	NA
Sorex_cylindricauda	CytB	96	42	5	42	422.884597917875	NA	NA	NA	NA
Eothenomys_miletus	CytB	95	17	11	61	589.388299099621	NA	NA	NA	NA
Sminthopsis_crassicaudata	CytB	78	49	11	55	594.4425	5	16	0.121	308.35
Tscherskia_triton	CytB	72	43	20	57	589.388299099621	NA	NA	NA	NA
Microtus_ochrogaster	CytB	102	25	8	49	615.4024	5.3	48.2	0.41	311.05
Leopoldamys_edwardsi	CytB	90	30	7	59	639.631831820818	NA	NA	NA	NA
Apodemus_chevrieri	CytB	98	32	12	41	554.1929125	NA	NA	NA	NA
Crocidura_attenuata	CytB	85	39	2	54	427.67965	NA	NA	NA	NA
Rattus_exulans	CytB	96	27	2	52	534.7590666715	NA	NA	NA	NA
Akodon_montensis	CytB	78	35	13	65	589.388299099621	NA	NA	NA	NA
Mus_famulus	CytB	103	24	3	38	628.295	NA	NA	NA	NA
Neodon_irene	CytB	92	23	7	63	589.388299099621	NA	NA	NA	NA
Meriones_meridianus	CytB	92	29	11	49	608.148016666667	6.8	NA	NA	NA
Apodemus_draco	CytB	109	29	4	30	554.1929125	NA	NA	NA	NA
Myodes_regulus	CytB	91	26	7	56	433.359922223833	NA	NA	NA	NA
Meriones_unguiculatus	CytB	84	46	10	40	503.8875	6.3	64.8	0.546	311.35
Micromys_minutus	CytB	100	38	1	44	502.66	3.8	7.6	0.201	311.15
Microtus_levis	CytB	101	28	5	52	373.623802083937	NA	NA	NA	NA
Condylura_cristata	CytB	121	21	1	30	558.6411	2.5	49	0.615	310.85
Proedromys_liangshanensis	CytB	96	27	5	52	589.388299099621	NA	NA	NA	NA
Crocidura_shantungensis	CytB	88	35	5	51	409.171225	NA	NA	NA	NA
Lasiopodomys_mandarinus	CytB	91	27	7	60	589.388299099621	NA	NA	NA	NA
Neomys_fodiens	CytB	90	37	5	48	576.8888	3.1	16	0.328	310.45
Sorex_tundrensis	CytB	92	41	6	48	422.884597917875	NA	NA	NA	NA
Mus_terricolor	CytB	95	20	3	45	435.665	NA	NA	NA	NA
Rattus_fuscipes	CytB	87	21	8	65	558.507283343	5.3	76	0.471	310.65
Thylamys_elegans	CytB	89	51	8	33	642.840025	NA	NA	NA	NA
Niviventer_excelsior	CytB	89	38	9	52	639.631831820818	NA	NA	NA	NA
Crocidura_beatus	CytB	85	38	4	55	427.67965	NA	NA	NA	NA
Rattus_praetor	CytB	95	27	5	59	534.7590666715	NA	NA	NA	NA
Rattus_tanezumi	CytB	100	22	3	50	534.7590666715	NA	NA	NA	NA
Eothenomys_chinensis	CytB	102	23	1	57	589.388299099621	NA	NA	NA	NA
Mus_cervicolor	CytB	103	33	1	36	628.295	NA	NA	NA	NA
Sorex_araneus	CytB	93	33	5	54	524.7815	3.2	8.4	0.348	308.15
Apodemus_latronum	CytB	106	36	5	25	554.1929125	NA	NA	NA	NA
Mus_spretus	CytB	104	15	6	44	628.295	NA	NA	NA	NA
Tlacuatzin_canescens	CytB	108	38	1	30	642.840025	NA	NA	NA	NA
Niviventer_confucianus	CytB	91	32	8	52	624.399640909091	NA	NA	NA	NA
Episoriculus_caudatus	CytB	91	39	5	45	426.91011944525	NA	NA	NA	NA
Proechimys_longicaudatus	CytB	90	36	3	42	631.7859833285	NA	NA	NA	NA
Nectogale_elegans	CytB	79	43	9	52	379.29295625	NA	NA	NA	NA
Crocidura_palawanensis	CytB	84	37	4	54	409.171225	NA	NA	NA	NA
Mus_fragilicauda	CytB	95	25	4	43	628.295	NA	NA	NA	NA
Cricetulus_kamensis	CytB	105	28	3	50	589.388299099621	NA	NA	NA	NA
Cricetulus_longicaudatus	CytB	87	66	8	28	589.388299099621	NA	NA	NA	NA
Tarsipes_rostratus	CytB	73	41	6	63	341.275	NA	10	0.162	309.75
Sminthopsis_douglasi	CytB	58	39	14	76	546.026466666667	NA	NA	NA	NA
Rattus_sordidus	CytB	94	27	1	60	534.7590666715	NA	NA	NA	NA
Mus_caroli	CytB	101	36	8	29	628.295	NA	NA	NA	NA
Eothenomys_melanogaster	CytB	102	23	9	52	589.388299099621	NA	NA	NA	NA
Sorex_unguiculatus	CytB	97	28	4	54	392.4667	NA	NA	NA	NA
Ctenomys_leucodon	CytB	85	37	6	46	600.93415	NA	NA	NA	NA
Leggadina_lakedownensis	CytB	103	30	1	43	624.399640909091	NA	NA	NA	NA
Rattus_tunneyi	CytB	89	26	7	60	534.7590666715	NA	NA	NA	NA
Crocidura_orientalis	CytB	85	35	2	56	427.67965	NA	NA	NA	NA
Mus_musculus	CytB	98	19	6	48	628.295	4	18	0.271	310.05
Mus_cookii	CytB	107	20	0	41	628.295	NA	NA	NA	NA
Episoriculus_macrurus	CytB	95	34	5	48	426.91011944525	NA	NA	NA	NA
Leggadina_lakedownensis	ND1	87	23	3	33	624.399640909091	NA	NA	NA	NA
Crocidura_beatus	ND1	79	38	2	46	427.67965	NA	NA	NA	NA
Niviventer_excelsior	ND1	73	18	2	61	639.631831820818	NA	NA	NA	NA
Crocidura_palawanensis	ND1	75	37	5	47	409.171225	NA	NA	NA	NA
Rattus_tanezumi	ND1	74	16	6	58	534.7590666715	NA	NA	NA	NA
Eothenomys_chinensis	ND1	79	18	7	48	589.388299099621	NA	NA	NA	NA
Apodemus_peninsulae	ND1	80	42	5	28	554.1929125	4.4	NA	NA	NA
Rattus_exulans	ND1	61	29	5	54	534.7590666715	NA	NA	NA	NA
Lasiopodomys_mandarinus	ND1	68	23	13	51	589.388299099621	NA	NA	NA	NA
Rattus_rattus	ND1	68	15	11	60	546.1994	4.2	117	0.77	311.15
Blarinella_quadraticauda	ND1	86	28	6	38	379.29295625	NA	NA	NA	NA
Niviventer_confucianus	ND1	70	26	5	49	624.399640909091	NA	NA	NA	NA
Neomys_fodiens	ND1	79	41	5	29	576.8888	3.1	16	0.328	310.45
Meriones_meridianus	ND1	71	23	10	42	608.148016666667	6.8	NA	NA	NA
Micromys_minutus	ND1	78	35	2	50	502.66	3.8	7.6	0.201	311.15
Proedromys_liangshanensis	ND1	79	16	12	52	589.388299099621	NA	NA	NA	NA
Microtus_ochrogaster	ND1	82	20	8	45	615.4024	5.3	48.2	0.41	311.05
Tarsipes_rostratus	ND1	75	35	2	46	341.275	NA	10	0.162	309.75
Proechimys_longicaudatus	ND1	73	39	5	39	631.7859833285	NA	NA	NA	NA
Microtus_levis	ND1	85	28	5	43	373.623802083937	NA	NA	NA	NA
Episoriculus_fumidus	ND1	91	29	6	33	426.91011944525	NA	NA	NA	NA
Sorex_cylindricauda	ND1	82	36	4	37	422.884597917875	NA	NA	NA	NA
Myodes_glareolus	ND1	81	18	6	51	577.7512	NA	NA	NA	NA
Eothenomys_melanogaster	ND1	83	21	11	43	589.388299099621	NA	NA	NA	NA
Apodemus_draco	ND1	90	33	2	31	554.1929125	NA	NA	NA	NA
Rattus_praetor	ND1	68	28	5	53	534.7590666715	NA	NA	NA	NA
Crocidura_mindorus	ND1	77	40	4	43	427.67965	NA	NA	NA	NA
Mus_caroli	ND1	70	33	12	36	628.295	NA	NA	NA	NA
Mus_famulus	ND1	80	27	9	34	628.295	NA	NA	NA	NA
Rattus_tunneyi	ND1	71	21	4	58	534.7590666715	NA	NA	NA	NA
Rattus_villosissimus	ND1	72	22	4	58	534.7590666715	NA	NA	NA	NA
Sminthopsis_crassicaudata	ND1	68	43	10	42	594.4425	5	16	0.121	308.35
Cricetulus_longicaudatus	ND1	81	32	8	30	589.388299099621	NA	NA	NA	NA
Mus_cookii	ND1	84	27	8	31	628.295	NA	NA	NA	NA
Mus_terricolor	ND1	81	22	3	45	435.665	NA	NA	NA	NA
Crocidura_grayi	ND1	74	40	4	45	427.67965	NA	NA	NA	NA
Crocidura_lasiura	ND1	75	41	2	50	427.67965	NA	NA	NA	NA
Bandicota_indica	ND1	72	28	6	46	639.631831820818	NA	NA	NA	NA
Apodemus_chevrieri	ND1	81	34	5	33	554.1929125	NA	NA	NA	NA
Sorex_araneus	ND1	78	29	6	45	524.7815	3.2	8.4	0.348	308.15
Microtus_kikuchii	ND1	82	11	10	54	373.623802083937	NA	NA	NA	NA
Rattus_tiomanicus	ND1	75	17	3	58	534.7590666715	NA	NA	NA	NA
Myodes_regulus	ND1	78	24	8	47	433.359922223833	NA	NA	NA	NA
Akodon_montensis	ND1	79	18	7	48	589.388299099621	NA	NA	NA	NA
Meriones_unguiculatus	ND1	69	33	8	41	503.8875	6.3	64.8	0.546	311.35
Wiedomys_cerradensis	ND1	66	34	4	46	589.388299099621	NA	NA	NA	NA
Tscherskia_triton	ND1	62	33	12	55	589.388299099621	NA	NA	NA	NA
Eothenomys_miletus	ND1	83	20	9	47	589.388299099621	NA	NA	NA	NA
Thylamys_elegans	ND1	60	47	5	47	642.840025	NA	NA	NA	NA
Sminthopsis_douglasi	ND1	72	37	5	52	546.026466666667	NA	NA	NA	NA
Apodemus_agrarius	ND1	82	33	6	35	504.40745	NA	21.2	0.373	NA
Suncus_murinus	ND1	76	44	2	39	363.52745	3.2	39.7	0.403	311.85
Mus_fragilicauda	ND1	79	28	5	38	628.295	NA	NA	NA	NA
Tlacuatzin_canescens	ND1	88	31	0	26	642.840025	NA	NA	NA	NA
Anourosorex_squamipes	ND1	92	34	3	28	379.29295625	NA	NA	NA	NA
Rattus_niobe	ND1	69	25	5	54	534.7590666715	NA	NA	NA	NA
Sorex_tundrensis	ND1	76	22	6	51	422.884597917875	NA	NA	NA	NA
Isoodon_macrourus	ND1	79	40	4	26	623.745	6.8	1551	3.202	309.05
Rattus_lutreolus	ND1	70	23	3	58	440.292083343	4.4	109	0.353	309.85
Mus_musculus	ND1	80	25	8	37	628.295	4	18	0.271	310.05
Cricetulus_kamensis	ND1	85	23	3	48	589.388299099621	NA	NA	NA	NA
Niviventer_fulvescens	ND1	77	18	3	47	624.399640909091	NA	NA	NA	NA
Sorex_unguiculatus	ND1	75	33	10	48	392.4667	NA	NA	NA	NA
Crocidura_shantungensis	ND1	73	50	4	39	409.171225	NA	NA	NA	NA
Crocidura_attenuata	ND1	80	40	2	45	427.67965	NA	NA	NA	NA
Apodemus_latronum	ND1	88	34	0	26	554.1929125	NA	NA	NA	NA
Myodes_rufocanus	ND1	79	29	8	42	433.359922223833	NA	NA	NA	NA
Rattus_fuscipes	ND1	64	23	11	59	558.507283343	5.3	76	0.471	310.65
Episoriculus_caudatus	ND1	88	20	1	51	426.91011944525	NA	NA	NA	NA
Mus_spretus	ND1	76	23	12	38	628.295	NA	NA	NA	NA
Crocidura_orientalis	ND1	76	40	2	42	427.67965	NA	NA	NA	NA
Ctenomys_leucodon	ND1	73	38	5	35	600.93415	NA	NA	NA	NA
Condylura_cristata	ND1	101	23	4	24	558.6411	2.5	49	0.615	310.85
Rattus_sordidus	ND1	71	21	4	56	534.7590666715	NA	NA	NA	NA
Episoriculus_macrurus	ND1	76	34	5	42	426.91011944525	NA	NA	NA	NA
Neodon_irene	ND1	82	17	7	54	589.388299099621	NA	NA	NA	NA
Nectogale_elegans	ND1	85	27	4	41	379.29295625	NA	NA	NA	NA
Rattus_leucopus	ND1	72	25	5	55	534.7590666715	NA	NA	NA	NA
Crocidura_negrina	ND1	76	45	2	40	427.67965	NA	NA	NA	NA
Leopoldamys_edwardsi	ND1	70	28	6	57	639.631831820818	NA	NA	NA	NA
Mus_cervicolor	ND1	87	27	2	31	628.295	NA	NA	NA	NA
Bandicota_indica	ND2	85	25	4	49	639.631831820818	NA	NA	NA	NA
Episoriculus_macrurus	ND2	84	36	2	38	426.91011944525	NA	NA	NA	NA
Crocidura_shantungensis	ND2	66	38	6	49	409.171225	NA	NA	NA	NA
Sorex_araneus	ND2	86	20	5	47	524.7815	3.2	8.4	0.348	308.15
Rattus_praetor	ND2	91	17	3	53	534.7590666715	NA	NA	NA	NA
Proedromys_liangshanensis	ND2	80	26	9	52	589.388299099621	NA	NA	NA	NA
Crocidura_orientalis	ND2	69	33	2	53	427.67965	NA	NA	NA	NA
Myodes_glareolus	ND2	70	21	7	56	577.7512	NA	NA	NA	NA
Eothenomys_chinensis	ND2	79	22	3	52	589.388299099621	NA	NA	NA	NA
Apodemus_latronum	ND2	81	37	0	42	554.1929125	NA	NA	NA	NA
Sminthopsis_crassicaudata	ND2	72	45	4	54	594.4425	5	16	0.121	308.35
Rattus_tiomanicus	ND2	89	25	3	44	534.7590666715	NA	NA	NA	NA
Microtus_kikuchii	ND2	85	25	5	51	373.623802083937	NA	NA	NA	NA
Rattus_lutreolus	ND2	89	18	7	54	440.292083343	4.4	109	0.353	309.85
Episoriculus_fumidus	ND2	86	34	3	40	426.91011944525	NA	NA	NA	NA
Anourosorex_squamipes	ND2	96	30	2	27	379.29295625	NA	NA	NA	NA
Condylura_cristata	ND2	101	14	4	40	558.6411	2.5	49	0.615	310.85
Rattus_tanezumi	ND2	84	22	9	47	534.7590666715	NA	NA	NA	NA
Rattus_villosissimus	ND2	84	27	7	47	534.7590666715	NA	NA	NA	NA
Crocidura_negrina	ND2	72	44	3	40	427.67965	NA	NA	NA	NA
Cricetulus_kamensis	ND2	89	31	5	58	589.388299099621	NA	NA	NA	NA
Myodes_regulus	ND2	69	18	10	63	433.359922223833	NA	NA	NA	NA
Sorex_unguiculatus	ND2	87	24	7	41	392.4667	NA	NA	NA	NA
Mus_terricolor	ND2	78	39	3	39	435.665	NA	NA	NA	NA
Rattus_tunneyi	ND2	85	18	4	53	534.7590666715	NA	NA	NA	NA
Meriones_unguiculatus	ND2	68	54	9	36	503.8875	6.3	64.8	0.546	311.35
Crocidura_mindorus	ND2	70	35	1	52	427.67965	NA	NA	NA	NA
Blarinella_quadraticauda	ND2	76	35	5	41	379.29295625	NA	NA	NA	NA
Mus_cervicolor	ND2	78	30	4	47	628.295	NA	NA	NA	NA
Crocidura_beatus	ND2	71	43	5	41	427.67965	NA	NA	NA	NA
Niviventer_excelsior	ND2	80	30	7	45	639.631831820818	NA	NA	NA	NA
Suncus_murinus	ND2	72	40	3	46	363.52745	3.2	39.7	0.403	311.85
Sminthopsis_douglasi	ND2	67	35	6	62	546.026466666667	NA	NA	NA	NA
Apodemus_peninsulae	ND2	78	51	2	27	554.1929125	4.4	NA	NA	NA
Crocidura_grayi	ND2	68	43	3	44	427.67965	NA	NA	NA	NA
Microtus_levis	ND2	78	32	5	46	373.623802083937	NA	NA	NA	NA
Eothenomys_miletus	ND2	75	21	5	53	589.388299099621	NA	NA	NA	NA
Mus_musculus	ND2	77	36	7	40	628.295	4	18	0.271	310.05
Leopoldamys_edwardsi	ND2	72	23	8	65	639.631831820818	NA	NA	NA	NA
Rattus_fuscipes	ND2	83	17	5	53	558.507283343	5.3	76	0.471	310.65
Mus_famulus	ND2	78	31	4	46	628.295	NA	NA	NA	NA
Mus_spretus	ND2	76	35	8	43	628.295	NA	NA	NA	NA
Neodon_irene	ND2	75	30	7	55	589.388299099621	NA	NA	NA	NA
Isoodon_macrourus	ND2	96	28	4	32	623.745	6.8	1551	3.202	309.05
Microtus_ochrogaster	ND2	80	28	7	52	615.4024	5.3	48.2	0.41	311.05
Apodemus_chevrieri	ND2	81	37	1	38	554.1929125	NA	NA	NA	NA
Myodes_rufocanus	ND2	68	23	12	55	433.359922223833	NA	NA	NA	NA
Crocidura_lasiura	ND2	72	33	3	55	427.67965	NA	NA	NA	NA
Rattus_rattus	ND2	83	22	7	50	546.1994	4.2	117	0.77	311.15
Neomys_fodiens	ND2	75	40	5	41	576.8888	3.1	16	0.328	310.45
Cricetulus_longicaudatus	ND2	75	46	3	35	589.388299099621	NA	NA	NA	NA
Episoriculus_caudatus	ND2	91	23	2	45	426.91011944525	NA	NA	NA	NA
Crocidura_palawanensis	ND2	72	41	1	44	409.171225	NA	NA	NA	NA
Rattus_niobe	ND2	83	18	4	55	534.7590666715	NA	NA	NA	NA
Mus_caroli	ND2	84	35	4	35	628.295	NA	NA	NA	NA
Tscherskia_triton	ND2	72	34	10	67	589.388299099621	NA	NA	NA	NA
Rattus_exulans	ND2	88	25	5	42	534.7590666715	NA	NA	NA	NA
Micromys_minutus	ND2	75	48	2	45	502.66	3.8	7.6	0.201	311.15
Mus_cookii	ND2	76	37	3	45	628.295	NA	NA	NA	NA
Proechimys_longicaudatus	ND2	92	36	3	30	631.7859833285	NA	NA	NA	NA
Leggadina_lakedownensis	ND2	82	28	1	49	624.399640909091	NA	NA	NA	NA
Mus_fragilicauda	ND2	78	32	3	50	628.295	NA	NA	NA	NA
Tarsipes_rostratus	ND2	67	51	3	54	341.275	NA	10	0.162	309.75
Niviventer_fulvescens	ND2	84	26	1	44	624.399640909091	NA	NA	NA	NA
Thylamys_elegans	ND2	65	49	8	41	642.840025	NA	NA	NA	NA
Rattus_sordidus	ND2	83	29	5	48	534.7590666715	NA	NA	NA	NA
Rattus_leucopus	ND2	91	15	0	52	534.7590666715	NA	NA	NA	NA
Akodon_montensis	ND2	66	39	7	62	589.388299099621	NA	NA	NA	NA
Apodemus_draco	ND2	88	24	2	35	554.1929125	NA	NA	NA	NA
Lasiopodomys_mandarinus	ND2	70	29	10	62	589.388299099621	NA	NA	NA	NA
Tlacuatzin_canescens	ND2	83	28	2	36	642.840025	NA	NA	NA	NA
Wiedomys_cerradensis	ND2	67	34	4	39	589.388299099621	NA	NA	NA	NA
Sorex_tundrensis	ND2	87	26	6	46	422.884597917875	NA	NA	NA	NA
Eothenomys_melanogaster	ND2	76	23	9	51	589.388299099621	NA	NA	NA	NA
Apodemus_agrarius	ND2	84	35	3	35	504.40745	NA	21.2	0.373	NA
Niviventer_confucianus	ND2	87	28	3	46	624.399640909091	NA	NA	NA	NA
Ctenomys_leucodon	ND2	75	32	3	45	600.93415	NA	NA	NA	NA
Nectogale_elegans	ND2	88	29	3	34	379.29295625	NA	NA	NA	NA
Sorex_cylindricauda	ND2	85	25	2	47	422.884597917875	NA	NA	NA	NA
Crocidura_attenuata	ND2	75	36	4	52	427.67965	NA	NA	NA	NA
Meriones_meridianus	ND2	69	47	6	51	608.148016666667	6.8	NA	NA	NA
Crocidura_attenuata	ND3	29	20	2	9	427.67965	NA	NA	NA	NA
Rattus_tanezumi	ND3	35	13	4	14	534.7590666715	NA	NA	NA	NA
Neodon_irene	ND3	32	9	3	21	589.388299099621	NA	NA	NA	NA
Meriones_meridianus	ND3	31	11	2	14	608.148016666667	6.8	NA	NA	NA
Tlacuatzin_canescens	ND3	39	13	1	10	642.840025	NA	NA	NA	NA
Episoriculus_caudatus	ND3	34	16	1	13	426.91011944525	NA	NA	NA	NA
Microtus_ochrogaster	ND3	36	11	4	15	615.4024	5.3	48.2	0.41	311.05
Proechimys_longicaudatus	ND3	23	23	0	8	631.7859833285	NA	NA	NA	NA
Isoodon_macrourus	ND3	34	12	1	10	623.745	6.8	1551	3.202	309.05
Sorex_cylindricauda	ND3	33	12	1	14	422.884597917875	NA	NA	NA	NA
Myodes_rufocanus	ND3	36	9	0	17	433.359922223833	NA	NA	NA	NA
Sminthopsis_crassicaudata	ND3	29	19	3	16	594.4425	5	16	0.121	308.35
Myodes_regulus	ND3	36	8	1	18	433.359922223833	NA	NA	NA	NA
Apodemus_agrarius	ND3	34	13	2	10	504.40745	NA	21.2	0.373	NA
Leopoldamys_edwardsi	ND3	33	12	3	16	639.631831820818	NA	NA	NA	NA
Eothenomys_chinensis	ND3	32	5	6	17	589.388299099621	NA	NA	NA	NA
Micromys_minutus	ND3	26	19	1	17	502.66	3.8	7.6	0.201	311.15
Mus_caroli	ND3	34	10	4	9	628.295	NA	NA	NA	NA
